date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,29,17,30,14,6,False
2018-01-14,37,16,31,16,22,False
2018-01-21,35,18,37,19,16,False
2018-01-28,20,19,32,15,0,False
2018-02-04,28,13,24,9,11,False
2018-02-11,39,5,37,15,5,False
2018-02-18,20,15,33,18,5,False
2018-02-25,34,20,23,14,11,False
2018-03-04,24,14,23,19,6,False
2018-03-11,22,17,33,18,11,False
2018-03-18,30,15,28,48,6,False
2018-03-25,36,38,27,36,11,False
2018-04-01,30,40,38,40,11,False
2018-04-08,55,27,43,46,12,False
2018-04-15,29,43,45,56,14,False
2018-04-22,31,64,31,47,18,False
2018-04-29,26,56,30,48,28,False
2018-05-06,20,45,43,41,14,False
2018-05-13,42,20,37,27,13,False
2018-05-20,30,47,25,53,9,False
2018-05-27,18,33,33,49,17,False
2018-06-03,24,33,44,38,11,False
2018-06-10,16,19,25,25,11,False
2018-06-17,21,36,28,28,13,False
2018-06-24,24,28,29,33,9,False
2018-07-01,27,35,29,38,13,False
2018-07-08,18,51,38,22,9,False
2018-07-15,24,34,37,26,19,False
2018-07-22,22,28,29,26,15,False
2018-07-29,33,42,31,30,15,False
2018-08-05,25,39,23,23,14,False
2018-08-12,25,23,27,13,16,False
2018-08-19,28,31,26,15,11,False
2018-08-26,22,19,37,19,11,False
2018-09-02,30,13,24,15,6,False
2018-09-09,23,25,36,25,14,False
2018-09-16,28,9,40,11,11,False
2018-09-23,27,9,31,15,8,False
2018-09-30,25,12,35,11,9,False
2018-10-07,30,15,21,15,8,False
2018-10-14,20,9,35,8,12,False
2018-10-21,24,10,30,18,6,False
2018-10-28,21,14,34,9,17,False
2018-11-04,22,13,37,13,8,False
2018-11-11,19,9,33,12,6,False
2018-11-18,21,8,43,9,6,False
2018-11-25,23,9,48,6,0,False
2018-12-02,18,6,37,10,0,False
2018-12-09,26,6,24,12,6,False
2018-12-16,22,12,32,12,8,False
2018-12-23,20,20,36,9,7,False
2018-12-30,9,13,32,13,6,False
2019-01-06,33,29,44,12,6,False
2019-01-13,35,10,44,15,12,False
2019-01-20,26,7,26,22,6,False
2019-01-27,24,13,42,16,5,False
2019-02-03,11,25,57,19,11,False
2019-02-10,14,12,40,18,14,False
2019-02-17,43,34,45,41,16,False
2019-02-24,25,29,50,31,10,False
2019-03-03,25,34,36,28,14,False
2019-03-10,39,27,39,25,12,False
2019-03-17,33,47,39,43,16,False
2019-03-24,27,55,29,45,14,False
2019-03-31,30,51,40,28,8,False
2019-04-07,31,52,21,41,20,False
2019-04-14,31,29,35,46,15,False
2019-04-21,18,29,36,45,9,False
2019-04-28,28,47,47,56,15,False
2019-05-05,35,24,37,37,17,False
2019-05-12,13,28,24,22,9,False
2019-05-19,18,23,54,47,22,False
2019-05-26,25,24,58,52,27,False
2019-06-02,17,49,41,39,19,False
2019-06-09,31,29,34,60,7,False
2019-06-16,25,33,28,44,14,False
2019-06-23,19,58,40,61,25,False
2019-06-30,31,47,49,28,17,False
2019-07-07,23,59,40,43,26,False
2019-07-14,12,37,46,35,19,False
2019-07-21,29,49,36,36,16,False
2019-07-28,18,22,25,25,11,False
2019-08-04,27,18,27,29,16,False
2019-08-11,21,26,24,28,7,False
2019-08-18,22,27,42,21,18,False
2019-08-25,24,18,29,14,18,False
2019-09-01,36,27,36,27,9,False
2019-09-08,43,17,36,16,9,False
2019-09-15,19,12,32,22,9,False
2019-09-22,28,13,21,22,10,False
2019-09-29,21,14,38,21,5,False
2019-10-06,38,13,26,16,7,False
2019-10-13,31,10,32,19,8,False
2019-10-20,12,12,34,9,10,False
2019-10-27,31,13,35,14,9,False
2019-11-03,27,5,30,5,12,False
2019-11-10,30,13,45,20,5,False
2019-11-17,20,10,56,8,0,False
2019-11-24,20,15,34,10,5,False
2019-12-01,16,7,18,11,5,False
2019-12-08,13,5,33,15,10,False
2019-12-15,16,5,25,5,10,False
2019-12-22,11,17,36,6,6,False
2019-12-29,25,12,30,7,5,False
2020-01-05,22,24,37,14,5,False
2020-01-12,42,5,44,12,9,False
2020-01-19,24,12,30,19,14,False
2020-01-26,32,6,34,8,10,False
2020-02-02,40,24,45,19,10,False
2020-02-09,30,22,35,21,11,False
2020-02-16,40,32,41,24,11,False
2020-02-23,21,18,34,32,14,False
2020-03-01,35,14,33,26,6,False
2020-03-08,26,27,51,18,12,False
2020-03-15,19,21,21,26,7,False
2020-03-22,24,19,33,30,4,False
2020-03-29,27,13,44,39,6,False
2020-04-05,27,43,36,69,17,False
2020-04-12,15,35,33,66,17,False
2020-04-19,48,28,49,53,15,False
2020-04-26,24,42,46,92,22,False
2020-05-03,37,64,28,88,25,False
2020-05-10,22,42,39,71,25,False
2020-05-17,36,65,40,92,26,False
2020-05-24,25,92,44,100,25,False
2020-05-31,30,70,47,67,23,False
2020-06-07,35,51,52,70,15,False
2020-06-14,33,50,53,75,37,True
