date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,36,31,23,15,0,False
2018-01-14,51,15,15,0,0,False
2018-01-21,38,23,25,0,0,False
2018-01-28,15,0,31,0,0,False
2018-02-04,45,15,40,0,0,False
2018-02-11,15,15,31,0,0,False
2018-02-18,62,16,21,15,0,False
2018-02-25,36,31,38,15,0,False
2018-03-04,58,21,16,0,0,False
2018-03-11,78,31,16,16,16,False
2018-03-18,47,26,47,0,0,False
2018-03-25,52,15,16,16,0,False
2018-04-01,46,31,46,0,0,False
2018-04-08,69,46,26,15,0,False
2018-04-15,97,48,16,0,16,False
2018-04-22,20,35,23,15,0,False
2018-04-29,40,16,24,24,0,False
2018-05-06,21,43,0,0,0,False
2018-05-13,53,47,40,0,16,False
2018-05-20,21,47,16,16,16,False
2018-05-27,46,26,31,15,16,False
2018-06-03,46,51,15,15,0,False
2018-06-10,60,37,15,15,15,False
2018-06-17,24,16,31,16,31,False
2018-06-24,37,48,16,16,16,False
2018-07-01,20,61,46,0,0,False
2018-07-08,62,39,16,0,0,False
2018-07-15,65,48,16,0,0,False
2018-07-22,40,69,16,0,0,False
2018-07-29,16,31,31,0,23,False
2018-08-05,36,56,41,0,15,False
2018-08-12,23,15,23,0,0,False
2018-08-19,26,16,31,0,0,False
2018-08-26,31,15,31,0,0,False
2018-09-02,32,0,24,16,16,False
2018-09-09,55,0,26,16,16,False
2018-09-16,15,15,23,0,16,False
2018-09-23,32,16,37,16,16,False
2018-09-30,42,0,47,16,16,False
2018-10-07,24,16,24,0,0,False
2018-10-14,22,16,24,0,0,False
2018-10-21,16,32,24,0,0,False
2018-10-28,20,15,23,16,0,False
2018-11-04,31,15,36,0,0,False
2018-11-11,31,0,55,0,0,False
2018-11-18,15,15,46,0,0,False
2018-11-25,23,30,31,15,0,False
2018-12-02,36,0,31,0,0,False
2018-12-09,40,16,26,0,16,False
2018-12-16,16,0,16,0,16,False
2018-12-23,33,0,39,0,0,False
2018-12-30,22,32,24,0,0,False
2019-01-06,16,0,23,0,0,False
2019-01-13,41,15,21,0,0,False
2019-01-20,15,23,30,15,15,False
2019-01-27,35,0,15,0,0,False
2019-02-03,39,0,26,16,0,False
2019-02-10,41,22,16,16,0,False
2019-02-17,43,24,27,16,0,False
2019-02-24,46,15,26,0,0,False
2019-03-03,20,15,30,0,0,False
2019-03-10,41,31,31,0,16,False
2019-03-17,48,24,37,16,16,False
2019-03-24,54,57,38,0,16,False
2019-03-31,32,27,48,16,0,False
2019-04-07,88,33,33,0,0,False
2019-04-14,56,40,24,0,0,False
2019-04-21,38,30,35,0,15,False
2019-04-28,54,37,25,20,0,False
2019-05-05,25,60,25,15,15,False
2019-05-12,26,31,47,0,0,False
2019-05-19,38,31,46,15,15,False
2019-05-26,59,25,37,15,0,False
2019-06-02,35,51,23,0,0,False
2019-06-09,39,15,15,0,15,False
2019-06-16,41,61,23,0,15,False
2019-06-23,25,65,40,15,0,False
2019-06-30,31,56,66,0,23,False
2019-07-07,22,40,45,22,15,False
2019-07-14,22,20,44,0,0,False
2019-07-21,40,35,30,0,15,False
2019-07-28,23,15,45,15,15,False
2019-08-04,44,39,34,0,0,False
2019-08-11,28,23,35,0,28,False
2019-08-18,30,35,35,15,30,False
2019-08-25,29,57,29,14,14,False
2019-09-01,29,14,22,0,0,False
2019-09-08,48,15,19,0,0,False
2019-09-15,59,20,39,15,0,False
2019-09-22,37,14,28,0,21,False
2019-09-29,23,28,28,0,0,False
2019-10-06,28,14,28,0,14,False
2019-10-13,24,19,28,0,0,False
2019-10-20,42,0,19,0,0,False
2019-10-27,53,13,22,0,0,False
2019-11-03,32,0,47,0,14,False
2019-11-10,18,13,27,0,14,False
2019-11-17,32,27,32,0,0,False
2019-11-24,22,0,20,13,0,False
2019-12-01,21,14,33,0,14,False
2019-12-08,14,0,14,0,0,False
2019-12-15,28,0,49,0,14,False
2019-12-22,14,14,24,0,0,False
2019-12-29,28,0,28,0,0,False
2020-01-05,36,0,40,0,0,False
2020-01-12,31,13,26,0,0,False
2020-01-19,50,27,50,0,0,False
2020-01-26,54,13,40,0,0,False
2020-02-02,36,13,40,0,27,False
2020-02-09,57,26,26,0,0,False
2020-02-16,33,13,13,13,0,False
2020-02-23,26,26,52,0,0,False
2020-03-01,39,13,30,13,0,False
2020-03-08,29,37,29,19,0,False
2020-03-15,33,11,22,0,0,False
2020-03-22,38,25,27,22,0,False
2020-03-29,25,11,29,11,0,False
2020-04-05,40,44,26,22,11,False
2020-04-12,41,34,19,19,0,False
2020-04-19,42,38,34,11,11,False
2020-04-26,38,24,24,10,10,False
2020-05-03,47,35,17,21,0,False
2020-05-10,38,34,27,0,11,False
2020-05-17,54,86,19,18,12,False
2020-05-24,40,100,40,30,20,False
2020-05-31,34,88,46,23,34,False
2020-06-07,27,27,30,17,23,False
2020-06-14,44,53,71,27,0,True
