date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,30,7,29,4,4,False
2018-01-14,35,7,30,5,3,False
2018-01-21,38,9,30,6,4,False
2018-01-28,33,9,26,4,3,False
2018-02-04,32,8,31,4,3,False
2018-02-11,35,11,27,5,2,False
2018-02-18,40,11,29,8,4,False
2018-02-25,34,14,28,5,4,False
2018-03-04,44,15,27,10,4,False
2018-03-11,43,21,30,9,4,False
2018-03-18,45,19,30,11,5,False
2018-03-25,41,23,28,14,4,False
2018-04-01,41,32,30,13,5,False
2018-04-08,42,33,33,16,7,False
2018-04-15,47,57,30,24,10,False
2018-04-22,43,52,27,21,9,False
2018-04-29,38,38,27,15,9,False
2018-05-06,32,64,32,16,10,False
2018-05-13,41,35,27,11,9,False
2018-05-20,39,42,33,16,8,False
2018-05-27,39,42,33,13,8,False
2018-06-03,37,34,35,11,8,False
2018-06-10,36,25,26,10,7,False
2018-06-17,36,33,25,11,11,False
2018-06-24,36,38,27,12,11,False
2018-07-01,35,39,30,12,11,False
2018-07-08,33,44,25,8,11,False
2018-07-15,34,37,31,9,13,False
2018-07-22,35,44,30,11,12,False
2018-07-29,33,42,29,11,16,False
2018-08-05,32,38,29,8,14,False
2018-08-12,27,29,27,9,11,False
2018-08-19,34,27,30,10,12,False
2018-08-26,40,19,27,6,9,False
2018-09-02,47,15,28,6,6,False
2018-09-09,38,14,29,7,6,False
2018-09-16,42,14,28,6,6,False
2018-09-23,41,10,29,5,5,False
2018-09-30,35,10,34,7,4,False
2018-10-07,39,11,36,4,5,False
2018-10-14,33,9,33,4,5,False
2018-10-21,33,10,32,4,4,False
2018-10-28,29,7,33,3,4,False
2018-11-04,31,7,31,3,4,False
2018-11-11,29,7,33,4,3,False
2018-11-18,25,7,30,3,3,False
2018-11-25,28,4,37,2,3,False
2018-12-02,24,4,31,4,2,False
2018-12-09,24,3,29,3,3,False
2018-12-16,23,5,32,3,2,False
2018-12-23,21,5,26,2,4,False
2018-12-30,23,6,31,2,3,False
2019-01-06,29,8,32,4,5,False
2019-01-13,35,8,35,4,3,False
2019-01-20,32,9,32,5,6,False
2019-01-27,30,11,35,6,4,False
2019-02-03,36,10,35,5,4,False
2019-02-10,39,16,32,9,5,False
2019-02-17,45,21,35,12,7,False
2019-02-24,45,30,40,12,7,False
2019-03-03,44,24,36,12,6,False
2019-03-10,43,25,36,12,7,False
2019-03-17,46,33,37,13,6,False
2019-03-24,47,43,39,16,7,False
2019-03-31,46,42,33,17,7,False
2019-04-07,47,34,34,15,7,False
2019-04-14,40,34,38,16,7,False
2019-04-21,39,46,38,14,8,False
2019-04-28,42,35,37,19,8,False
2019-05-05,42,30,36,13,6,False
2019-05-12,44,30,39,13,7,False
2019-05-19,39,30,35,18,6,False
2019-05-26,36,41,37,18,10,False
2019-06-02,39,45,38,16,11,False
2019-06-09,35,30,39,19,8,False
2019-06-16,41,41,34,19,10,False
2019-06-23,38,68,41,18,19,False
2019-06-30,41,60,55,17,17,False
2019-07-07,40,44,52,16,14,False
2019-07-14,36,42,39,14,14,False
2019-07-21,30,42,39,13,16,False
2019-07-28,30,35,37,11,12,False
2019-08-04,31,32,33,12,12,False
2019-08-11,29,22,35,11,8,False
2019-08-18,33,19,34,10,11,False
2019-08-25,44,25,33,8,14,False
2019-09-01,44,16,34,8,9,False
2019-09-08,42,14,32,7,6,False
2019-09-15,45,15,36,6,8,False
2019-09-22,41,12,31,6,5,False
2019-09-29,40,10,33,6,7,False
2019-10-06,38,8,30,6,5,False
2019-10-13,44,6,30,6,4,False
2019-10-20,37,6,35,5,5,False
2019-10-27,35,6,26,5,4,False
2019-11-03,36,7,33,3,3,False
2019-11-10,33,7,34,4,4,False
2019-11-17,31,7,49,4,3,False
2019-11-24,27,6,33,3,4,False
2019-12-01,29,4,31,3,3,False
2019-12-08,27,5,31,4,2,False
2019-12-15,22,5,28,3,3,False
2019-12-22,21,5,24,3,2,False
2019-12-29,24,5,33,4,3,False
2020-01-05,32,9,30,6,4,False
2020-01-12,37,10,35,6,5,False
2020-01-19,38,11,35,6,4,False
2020-01-26,45,10,41,7,4,False
2020-02-02,46,13,39,10,6,False
2020-02-09,44,17,36,7,5,False
2020-02-16,42,17,32,10,6,False
2020-02-23,41,19,35,10,6,False
2020-03-01,44,21,37,10,7,False
2020-03-08,44,24,34,11,5,False
2020-03-15,34,16,23,9,3,False
2020-03-22,33,20,26,13,4,False
2020-03-29,34,20,30,15,4,False
2020-04-05,36,60,33,31,11,False
2020-04-12,39,52,33,31,13,False
2020-04-19,42,48,36,26,14,False
2020-04-26,39,44,39,26,11,False
2020-05-03,46,56,34,28,12,False
2020-05-10,47,38,36,26,12,False
2020-05-17,52,100,43,46,28,False
2020-05-24,54,97,43,43,28,False
2020-05-31,53,89,42,34,21,False
2020-06-07,52,49,41,27,16,False
2020-06-14,51,48,42,26,13,True
