date,Photovoltaik,Gärtner,Garten und Landschaftsbau,isPartial
2018-01-07,23,25,6,False
2018-01-14,30,47,6,False
2018-01-21,22,43,6,False
2018-01-28,17,37,6,False
2018-02-04,10,37,6,False
2018-02-11,13,43,10,False
2018-02-18,16,44,11,False
2018-02-25,25,34,8,False
2018-03-04,19,32,13,False
2018-03-11,15,55,6,False
2018-03-18,11,30,11,False
2018-03-25,18,83,13,False
2018-04-01,14,46,10,False
2018-04-08,18,61,13,False
2018-04-15,13,91,33,False
2018-04-22,21,100,10,False
2018-04-29,17,64,17,False
2018-05-06,20,55,11,False
2018-05-13,20,41,6,False
2018-05-20,15,45,6,False
2018-05-27,29,59,13,False
2018-06-03,13,28,13,False
2018-06-10,15,37,16,False
2018-06-17,22,21,12,False
2018-06-24,13,38,0,False
2018-07-01,17,24,16,False
2018-07-08,26,39,7,False
2018-07-15,10,48,11,False
2018-07-22,16,34,7,False
2018-07-29,22,31,10,False
2018-08-05,19,35,6,False
2018-08-12,29,25,6,False
2018-08-19,22,49,12,False
2018-08-26,29,42,13,False
2018-09-02,25,21,13,False
2018-09-09,25,46,6,False
2018-09-16,26,41,10,False
2018-09-23,21,34,6,False
2018-09-30,15,28,9,False
2018-10-07,26,57,7,False
2018-10-14,17,45,10,False
2018-10-21,10,39,18,False
2018-10-28,30,36,6,False
2018-11-04,26,20,8,False
2018-11-11,18,33,18,False
2018-11-18,27,34,6,False
2018-11-25,29,39,13,False
2018-12-02,14,20,6,False
2018-12-09,14,32,6,False
2018-12-16,19,35,12,False
2018-12-23,12,32,7,False
2018-12-30,13,32,13,False
2019-01-06,21,19,6,False
2019-01-13,17,41,9,False
2019-01-20,13,19,10,False
2019-01-27,14,26,0,False
2019-02-03,21,52,0,False
2019-02-10,18,34,6,False
2019-02-17,17,51,6,False
2019-02-24,29,33,12,False
2019-03-03,35,43,8,False
2019-03-10,23,45,6,False
2019-03-17,25,62,6,False
2019-03-24,26,66,6,False
2019-03-31,25,68,8,False
2019-04-07,22,74,0,False
2019-04-14,24,82,6,False
2019-04-21,15,52,20,False
2019-04-28,21,55,12,False
2019-05-05,39,41,12,False
2019-05-12,24,58,9,False
2019-05-19,18,39,15,False
2019-05-26,24,37,15,False
2019-06-02,36,40,6,False
2019-06-09,28,28,10,False
2019-06-16,26,35,12,False
2019-06-23,18,47,9,False
2019-06-30,30,38,10,False
2019-07-07,28,32,6,False
2019-07-14,19,26,6,False
2019-07-21,36,31,23,False
2019-07-28,21,42,9,False
2019-08-04,23,49,0,False
2019-08-11,33,41,6,False
2019-08-18,20,31,18,False
2019-08-25,14,43,10,False
2019-09-01,13,44,10,False
2019-09-08,24,36,9,False
2019-09-15,18,26,0,False
2019-09-22,35,43,9,False
2019-09-29,38,33,0,False
2019-10-06,27,43,6,False
2019-10-13,30,38,6,False
2019-10-20,20,26,0,False
2019-10-27,24,19,8,False
2019-11-03,29,22,11,False
2019-11-10,37,28,6,False
2019-11-17,17,52,11,False
2019-11-24,46,22,8,False
2019-12-01,19,25,11,False
2019-12-08,21,30,6,False
2019-12-15,22,39,0,False
2019-12-22,19,25,19,False
2019-12-29,22,18,6,False
2020-01-05,39,46,5,False
2020-01-12,31,43,14,False
2020-01-19,30,44,18,False
2020-01-26,44,45,8,False
2020-02-02,24,34,10,False
2020-02-09,29,29,11,False
2020-02-16,25,40,8,False
2020-02-23,24,32,10,False
2020-03-01,21,55,5,False
2020-03-08,29,47,7,False
2020-03-15,9,52,9,False
2020-03-22,23,61,7,False
2020-03-29,24,89,9,False
2020-04-05,31,97,7,False
2020-04-12,26,78,10,False
2020-04-19,26,76,5,False
2020-04-26,46,81,7,False
2020-05-03,27,74,14,False
2020-05-10,29,56,8,False
2020-05-17,40,48,8,False
2020-05-24,30,44,8,False
2020-05-31,26,32,11,False
2020-06-07,37,45,5,False
