date,Photovoltaik,Gärtner,Garten und Landschaftsbau,isPartial
2018-01-07,34,62,17,False
2018-01-14,0,66,25,False
2018-01-21,22,22,33,False
2018-01-28,25,88,33,False
2018-02-04,25,61,0,False
2018-02-11,38,65,16,False
2018-02-18,27,43,0,False
2018-02-25,48,54,32,False
2018-03-04,17,17,34,False
2018-03-11,33,61,17,False
2018-03-18,33,38,16,False
2018-03-25,0,80,17,False
2018-04-01,26,64,0,False
2018-04-08,33,72,33,False
2018-04-15,35,64,52,False
2018-04-22,41,38,16,False
2018-04-29,0,89,18,False
2018-05-06,28,63,0,False
2018-05-13,51,51,0,False
2018-05-20,18,55,18,False
2018-05-27,16,55,22,False
2018-06-03,22,39,33,False
2018-06-10,27,53,16,False
2018-06-17,32,54,16,False
2018-06-24,34,40,17,False
2018-07-01,34,51,0,False
2018-07-08,17,29,0,False
2018-07-15,28,93,19,False
2018-07-22,19,47,0,False
2018-07-29,28,82,0,False
2018-08-05,35,62,44,False
2018-08-12,25,45,17,False
2018-08-19,17,58,17,False
2018-08-26,26,63,34,False
2018-09-02,17,70,17,False
2018-09-09,68,51,0,False
2018-09-16,17,51,0,False
2018-09-23,17,29,17,False
2018-09-30,56,37,19,False
2018-10-07,27,72,36,False
2018-10-14,17,50,25,False
2018-10-21,22,65,48,False
2018-10-28,50,28,17,False
2018-11-04,24,43,16,False
2018-11-11,33,38,16,False
2018-11-18,16,37,32,False
2018-11-25,24,60,24,False
2018-12-02,16,38,16,False
2018-12-09,16,55,16,False
2018-12-16,17,35,0,False
2018-12-23,47,0,0,False
2018-12-30,48,19,19,False
2019-01-06,16,68,16,False
2019-01-13,47,52,16,False
2019-01-20,31,52,15,False
2019-01-27,21,55,31,False
2019-02-03,16,53,16,False
2019-02-10,32,43,16,False
2019-02-17,27,48,24,False
2019-02-24,16,80,16,False
2019-03-03,16,65,16,False
2019-03-10,33,55,16,False
2019-03-17,44,49,16,False
2019-03-24,33,55,66,False
2019-03-31,22,44,17,False
2019-04-07,58,66,17,False
2019-04-14,18,48,18,False
2019-04-21,89,53,18,False
2019-04-28,16,82,0,False
2019-05-05,32,69,16,False
2019-05-12,34,68,25,False
2019-05-19,33,38,16,False
2019-05-26,26,43,17,False
2019-06-02,23,62,17,False
2019-06-09,18,89,35,False
2019-06-16,71,42,18,False
2019-06-23,55,27,37,False
2019-06-30,43,61,19,False
2019-07-07,25,44,38,False
2019-07-14,33,46,29,False
2019-07-21,21,21,21,False
2019-07-28,33,39,0,False
2019-08-04,31,93,18,False
2019-08-11,26,18,35,False
2019-08-18,18,36,24,False
2019-08-25,30,18,18,False
2019-09-01,35,29,17,False
2019-09-08,18,36,18,False
2019-09-15,35,47,18,False
2019-09-22,27,38,16,False
2019-09-29,33,41,17,False
2019-10-06,61,23,0,False
2019-10-13,49,27,25,False
2019-10-20,20,60,15,False
2019-10-27,17,51,17,False
2019-11-03,24,27,16,False
2019-11-10,42,67,50,False
2019-11-17,38,65,0,False
2019-11-24,37,53,32,False
2019-12-01,50,59,17,False
2019-12-08,26,75,17,False
2019-12-15,35,17,0,False
2019-12-22,48,40,24,False
2019-12-29,30,34,40,False
2020-01-05,39,63,16,False
2020-01-12,31,83,16,False
2020-01-19,30,45,23,False
2020-01-26,20,50,45,False
2020-02-02,41,41,15,False
2020-02-09,22,54,29,False
2020-02-16,21,55,14,False
2020-02-23,40,58,13,False
2020-03-01,14,48,14,False
2020-03-08,13,50,23,False
2020-03-15,33,53,27,False
2020-03-22,29,100,12,False
2020-03-29,24,53,12,False
2020-04-05,13,92,13,False
2020-04-12,43,47,26,False
2020-04-19,38,38,13,False
2020-04-26,37,82,18,False
2020-05-03,20,53,31,False
2020-05-10,33,33,21,False
2020-05-17,28,78,14,False
2020-05-24,23,51,14,False
2020-05-31,46,37,14,False
2020-06-07,44,48,13,False
