date,Photovoltaik,Gärtner,Garten und Landschaftsbau,isPartial
2018-01-07,28,51,6,False
2018-01-14,38,42,6,False
2018-01-21,42,29,6,False
2018-01-28,25,42,8,False
2018-02-04,28,47,7,False
2018-02-11,32,33,10,False
2018-02-18,40,45,13,False
2018-02-25,36,39,5,False
2018-03-04,35,48,2,False
2018-03-11,38,50,7,False
2018-03-18,39,34,7,False
2018-03-25,32,71,6,False
2018-04-01,47,43,7,False
2018-04-08,40,48,9,False
2018-04-15,42,56,6,False
2018-04-22,28,70,4,False
2018-04-29,33,45,8,False
2018-05-06,28,55,7,False
2018-05-13,29,57,5,False
2018-05-20,39,46,3,False
2018-05-27,42,35,8,False
2018-06-03,38,53,5,False
2018-06-10,30,43,6,False
2018-06-17,31,51,9,False
2018-06-24,26,49,7,False
2018-07-01,37,36,6,False
2018-07-08,40,43,10,False
2018-07-15,40,39,7,False
2018-07-22,38,43,9,False
2018-07-29,39,37,6,False
2018-08-05,30,36,4,False
2018-08-12,39,33,4,False
2018-08-19,36,38,5,False
2018-08-26,32,41,6,False
2018-09-02,27,52,7,False
2018-09-09,36,51,7,False
2018-09-16,50,54,10,False
2018-09-23,44,48,9,False
2018-09-30,35,38,6,False
2018-10-07,47,36,7,False
2018-10-14,41,39,6,False
2018-10-21,32,44,5,False
2018-10-28,37,46,4,False
2018-11-04,44,45,7,False
2018-11-11,29,47,5,False
2018-11-18,43,40,4,False
2018-11-25,40,35,6,False
2018-12-02,35,27,2,False
2018-12-09,34,43,5,False
2018-12-16,25,34,6,False
2018-12-23,32,38,0,False
2018-12-30,38,38,3,False
2019-01-06,36,35,7,False
2019-01-13,38,44,5,False
2019-01-20,36,27,8,False
2019-01-27,49,48,4,False
2019-02-03,51,34,6,False
2019-02-10,41,46,10,False
2019-02-17,44,52,5,False
2019-02-24,35,51,13,False
2019-03-03,49,48,13,False
2019-03-10,34,44,9,False
2019-03-17,47,50,8,False
2019-03-24,46,45,9,False
2019-03-31,54,55,7,False
2019-04-07,46,78,5,False
2019-04-14,39,100,6,False
2019-04-21,53,39,4,False
2019-04-28,55,48,5,False
2019-05-05,45,48,16,False
2019-05-12,52,45,8,False
2019-05-19,36,59,8,False
2019-05-26,41,52,5,False
2019-06-02,46,40,9,False
2019-06-09,46,46,3,False
2019-06-16,50,50,6,False
2019-06-23,54,51,7,False
2019-06-30,49,45,5,False
2019-07-07,53,38,8,False
2019-07-14,49,35,9,False
2019-07-21,42,40,9,False
2019-07-28,47,41,7,False
2019-08-04,63,47,8,False
2019-08-11,49,39,4,False
2019-08-18,49,35,8,False
2019-08-25,37,39,12,False
2019-09-01,30,43,7,False
2019-09-08,39,51,5,False
2019-09-15,59,29,4,False
2019-09-22,68,33,8,False
2019-09-29,48,33,8,False
2019-10-06,39,36,9,False
2019-10-13,54,43,4,False
2019-10-20,44,38,4,False
2019-10-27,51,43,4,False
2019-11-03,61,38,10,False
2019-11-10,57,41,4,False
2019-11-17,45,49,6,False
2019-11-24,47,39,3,False
2019-12-01,58,40,9,False
2019-12-08,50,49,7,False
2019-12-15,50,36,6,False
2019-12-22,37,22,2,False
2019-12-29,63,31,8,False
2020-01-05,64,32,6,False
2020-01-12,79,54,4,False
2020-01-19,65,41,7,False
2020-01-26,63,40,10,False
2020-02-02,60,36,7,False
2020-02-09,65,39,7,False
2020-02-16,71,47,4,False
2020-02-23,63,47,8,False
2020-03-01,68,53,5,False
2020-03-08,53,42,4,False
2020-03-15,36,52,9,False
2020-03-22,34,62,7,False
2020-03-29,50,51,4,False
2020-04-05,46,80,11,False
2020-04-12,57,55,6,False
2020-04-19,63,55,7,False
2020-04-26,70,58,11,False
2020-05-03,64,51,8,False
2020-05-10,76,55,9,False
2020-05-17,66,61,12,False
2020-05-24,59,49,7,False
2020-05-31,71,46,6,False
2020-06-07,73,41,6,False
