date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,40,0,22,0,0,False
2018-01-14,13,13,26,0,0,False
2018-01-21,31,27,22,0,14,False
2018-01-28,23,27,27,0,0,False
2018-02-04,36,13,22,13,13,False
2018-02-11,14,14,14,14,0,False
2018-02-18,23,14,41,0,0,False
2018-02-25,40,20,40,26,0,False
2018-03-04,22,31,27,20,0,False
2018-03-11,20,20,32,14,14,False
2018-03-18,32,28,23,0,0,False
2018-03-25,28,33,28,28,0,False
2018-04-01,38,43,29,14,0,False
2018-04-08,24,29,36,22,29,False
2018-04-15,24,63,31,24,0,False
2018-04-22,47,37,28,14,14,False
2018-04-29,14,35,18,14,41,False
2018-05-06,19,36,14,14,14,False
2018-05-13,33,42,19,28,0,False
2018-05-20,24,29,29,29,15,False
2018-05-27,33,42,51,0,0,False
2018-06-03,24,50,36,0,0,False
2018-06-10,23,14,28,14,0,False
2018-06-17,15,38,30,30,15,False
2018-06-24,45,65,15,20,15,False
2018-07-01,29,52,14,0,14,False
2018-07-08,74,35,30,30,15,False
2018-07-15,38,25,30,15,15,False
2018-07-22,20,35,20,0,15,False
2018-07-29,30,45,45,15,15,False
2018-08-05,30,30,35,0,15,False
2018-08-12,31,41,15,0,0,False
2018-08-19,15,25,15,15,0,False
2018-08-26,15,15,22,15,15,False
2018-09-02,29,22,22,0,0,False
2018-09-09,49,25,22,15,15,False
2018-09-16,22,15,15,15,15,False
2018-09-23,44,20,37,0,0,False
2018-09-30,39,15,44,15,0,False
2018-10-07,29,22,34,0,0,False
2018-10-14,25,0,44,0,0,False
2018-10-21,37,15,29,15,0,False
2018-10-28,42,28,37,0,0,False
2018-11-04,37,0,42,0,14,False
2018-11-11,19,14,28,0,0,False
2018-11-18,14,21,28,0,0,False
2018-11-25,14,14,21,0,28,False
2018-12-02,21,0,42,0,0,False
2018-12-09,14,0,14,14,0,False
2018-12-16,14,0,21,0,0,False
2018-12-23,15,0,20,0,0,False
2018-12-30,44,0,14,29,0,False
2019-01-06,41,14,27,0,0,False
2019-01-13,23,14,41,14,0,False
2019-01-20,31,13,22,0,13,False
2019-01-27,22,13,26,13,0,False
2019-02-03,27,13,13,13,0,False
2019-02-10,28,41,23,14,0,False
2019-02-17,22,14,43,14,15,False
2019-02-24,14,19,28,14,0,False
2019-03-03,27,47,22,13,14,False
2019-03-10,28,21,21,14,14,False
2019-03-17,29,19,29,14,0,False
2019-03-24,57,48,48,14,14,False
2019-03-31,35,61,42,21,0,False
2019-04-07,28,36,33,14,0,False
2019-04-14,22,34,29,29,0,False
2019-04-21,29,33,28,14,0,False
2019-04-28,41,20,23,20,0,False
2019-05-05,31,35,18,26,13,False
2019-05-12,48,14,28,14,14,False
2019-05-19,23,28,28,14,14,False
2019-05-26,19,50,28,19,14,False
2019-06-02,27,31,31,0,20,False
2019-06-09,40,27,31,0,13,False
2019-06-16,28,42,21,28,14,False
2019-06-23,0,56,42,14,21,False
2019-06-30,36,72,59,20,18,False
2019-07-07,21,49,51,14,0,False
2019-07-14,86,29,38,14,14,False
2019-07-21,28,28,14,28,19,False
2019-07-28,15,29,29,22,15,False
2019-08-04,48,38,21,14,0,False
2019-08-11,28,28,38,14,14,False
2019-08-18,21,28,35,28,43,False
2019-08-25,14,32,27,14,21,False
2019-09-01,31,40,47,13,20,False
2019-09-08,41,20,41,0,0,False
2019-09-15,40,20,40,40,0,False
2019-09-22,17,19,17,26,13,False
2019-09-29,26,26,13,13,0,False
2019-10-06,26,20,39,0,0,False
2019-10-13,13,13,43,0,0,False
2019-10-20,25,13,17,0,0,False
2019-10-27,25,25,33,12,0,False
2019-11-03,12,12,45,0,0,False
2019-11-10,12,0,41,0,12,False
2019-11-17,16,0,33,0,12,False
2019-11-24,20,12,16,0,0,False
2019-12-01,29,25,43,12,0,False
2019-12-08,25,12,43,0,12,False
2019-12-15,25,12,21,19,0,False
2019-12-22,13,13,30,13,0,False
2019-12-29,31,13,38,0,0,False
2020-01-05,30,12,18,0,12,False
2020-01-12,23,12,12,12,0,False
2020-01-19,24,0,32,0,0,False
2020-01-26,27,12,19,0,0,False
2020-02-02,16,35,47,12,24,False
2020-02-09,38,12,35,0,23,False
2020-02-16,39,17,42,35,0,False
2020-02-23,23,23,38,0,0,False
2020-03-01,38,23,30,0,11,False
2020-03-08,57,28,19,11,11,False
2020-03-15,10,23,10,10,10,False
2020-03-22,24,16,24,16,19,False
2020-03-29,24,34,14,13,0,False
2020-04-05,44,42,26,20,15,False
2020-04-12,49,43,33,20,13,False
2020-04-19,39,25,20,34,10,False
2020-04-26,22,47,37,16,16,False
2020-05-03,32,45,19,14,15,False
2020-05-10,37,30,23,10,20,False
2020-05-17,41,100,33,17,22,False
2020-05-24,48,99,26,33,22,False
2020-05-31,30,54,34,41,15,False
2020-06-07,28,21,38,10,10,False
2020-06-14,25,50,25,42,50,True
