date,Photovoltaik,Gärtner,Garten und Landschaftsbau,isPartial
2018-01-07,28,33,5,False
2018-01-14,28,30,5,False
2018-01-21,26,34,7,False
2018-01-28,27,36,9,False
2018-02-04,23,39,8,False
2018-02-11,22,33,7,False
2018-02-18,26,40,10,False
2018-02-25,30,34,8,False
2018-03-04,30,39,8,False
2018-03-11,31,39,8,False
2018-03-18,27,37,8,False
2018-03-25,26,69,8,False
2018-04-01,30,50,9,False
2018-04-08,30,56,12,False
2018-04-15,28,62,11,False
2018-04-22,28,52,10,False
2018-04-29,25,52,9,False
2018-05-06,28,51,9,False
2018-05-13,27,44,8,False
2018-05-20,26,39,9,False
2018-05-27,29,41,8,False
2018-06-03,30,40,9,False
2018-06-10,25,35,8,False
2018-06-17,26,37,9,False
2018-06-24,26,50,7,False
2018-07-01,28,34,8,False
2018-07-08,28,36,8,False
2018-07-15,30,34,8,False
2018-07-22,29,33,5,False
2018-07-29,29,32,7,False
2018-08-05,33,35,8,False
2018-08-12,28,35,9,False
2018-08-19,28,38,9,False
2018-08-26,25,40,7,False
2018-09-02,27,45,8,False
2018-09-09,24,40,8,False
2018-09-16,34,39,8,False
2018-09-23,28,37,8,False
2018-09-30,28,37,7,False
2018-10-07,31,37,8,False
2018-10-14,30,38,8,False
2018-10-21,32,35,7,False
2018-10-28,30,29,6,False
2018-11-04,32,33,8,False
2018-11-11,28,32,8,False
2018-11-18,32,26,6,False
2018-11-25,28,31,5,False
2018-12-02,26,27,5,False
2018-12-09,25,29,4,False
2018-12-16,23,27,4,False
2018-12-23,26,23,3,False
2018-12-30,30,28,5,False
2019-01-06,30,31,8,False
2019-01-13,30,32,7,False
2019-01-20,33,29,8,False
2019-01-27,38,32,8,False
2019-02-03,39,35,7,False
2019-02-10,36,37,8,False
2019-02-17,39,44,11,False
2019-02-24,35,44,11,False
2019-03-03,35,48,8,False
2019-03-10,35,38,9,False
2019-03-17,37,48,9,False
2019-03-24,37,47,11,False
2019-03-31,39,52,12,False
2019-04-07,38,56,9,False
2019-04-14,34,100,9,False
2019-04-21,43,46,8,False
2019-04-28,37,43,6,False
2019-05-05,38,44,9,False
2019-05-12,37,47,8,False
2019-05-19,37,43,9,False
2019-05-26,39,37,8,False
2019-06-02,38,40,8,False
2019-06-09,39,50,9,False
2019-06-16,38,38,9,False
2019-06-23,41,36,9,False
2019-06-30,39,36,7,False
2019-07-07,39,34,9,False
2019-07-14,38,33,8,False
2019-07-21,46,32,6,False
2019-07-28,42,33,7,False
2019-08-04,38,35,7,False
2019-08-11,43,37,8,False
2019-08-18,42,39,9,False
2019-08-25,39,35,10,False
2019-09-01,38,37,8,False
2019-09-08,39,33,9,False
2019-09-15,49,34,9,False
2019-09-22,55,35,6,False
2019-09-29,41,32,7,False
2019-10-06,41,32,8,False
2019-10-13,45,33,7,False
2019-10-20,43,36,8,False
2019-10-27,40,29,6,False
2019-11-03,42,29,7,False
2019-11-10,43,30,8,False
2019-11-17,43,46,8,False
2019-11-24,39,31,5,False
2019-12-01,40,27,7,False
2019-12-08,36,41,6,False
2019-12-15,35,24,6,False
2019-12-22,33,21,4,False
2019-12-29,47,23,6,False
2020-01-05,47,32,7,False
2020-01-12,52,34,10,False
2020-01-19,51,35,9,False
2020-01-26,51,35,8,False
2020-02-02,52,34,10,False
2020-02-09,46,34,8,False
2020-02-16,49,42,9,False
2020-02-23,42,38,9,False
2020-03-01,48,40,8,False
2020-03-08,38,39,7,False
2020-03-15,28,46,6,False
2020-03-22,32,52,7,False
2020-03-29,36,56,7,False
2020-04-05,39,68,9,False
2020-04-12,43,56,10,False
2020-04-19,40,61,11,False
2020-04-26,45,55,10,False
2020-05-03,45,54,10,False
2020-05-10,46,54,10,False
2020-05-17,44,46,10,False
2020-05-24,46,49,12,False
2020-05-31,54,42,8,False
2020-06-07,48,44,10,False
