date,Photovoltaik,Gärtner,Garten und Landschaftsbau,isPartial
2018-01-07,12,33,15,False
2018-01-14,24,28,7,False
2018-01-21,26,45,5,False
2018-01-28,21,33,12,False
2018-02-04,23,34,13,False
2018-02-11,19,32,7,False
2018-02-18,17,31,9,False
2018-02-25,34,32,8,False
2018-03-04,24,36,8,False
2018-03-11,22,39,12,False
2018-03-18,27,37,8,False
2018-03-25,20,68,6,False
2018-04-01,26,39,11,False
2018-04-08,31,55,9,False
2018-04-15,16,59,19,False
2018-04-22,27,38,8,False
2018-04-29,30,55,9,False
2018-05-06,22,53,5,False
2018-05-13,30,40,9,False
2018-05-20,34,34,6,False
2018-05-27,31,42,6,False
2018-06-03,20,45,13,False
2018-06-10,24,40,14,False
2018-06-17,23,44,10,False
2018-06-24,30,45,15,False
2018-07-01,17,42,8,False
2018-07-08,15,38,6,False
2018-07-15,28,24,8,False
2018-07-22,33,32,7,False
2018-07-29,24,44,8,False
2018-08-05,23,41,9,False
2018-08-12,19,47,9,False
2018-08-19,20,34,12,False
2018-08-26,21,41,16,False
2018-09-02,19,33,13,False
2018-09-09,24,37,11,False
2018-09-16,29,42,10,False
2018-09-23,23,32,12,False
2018-09-30,24,30,8,False
2018-10-07,35,50,9,False
2018-10-14,25,34,9,False
2018-10-21,27,39,6,False
2018-10-28,27,26,7,False
2018-11-04,22,35,9,False
2018-11-11,26,29,6,False
2018-11-18,27,29,12,False
2018-11-25,23,34,7,False
2018-12-02,25,17,10,False
2018-12-09,30,34,4,False
2018-12-16,22,29,8,False
2018-12-23,13,16,0,False
2018-12-30,28,31,8,False
2019-01-06,25,35,7,False
2019-01-13,26,24,6,False
2019-01-20,29,17,6,False
2019-01-27,30,23,7,False
2019-02-03,31,35,7,False
2019-02-10,38,41,11,False
2019-02-17,31,42,13,False
2019-02-24,36,52,13,False
2019-03-03,33,53,14,False
2019-03-10,27,39,6,False
2019-03-17,26,46,12,False
2019-03-24,34,47,12,False
2019-03-31,36,46,14,False
2019-04-07,28,55,10,False
2019-04-14,24,100,14,False
2019-04-21,29,50,9,False
2019-04-28,35,40,7,False
2019-05-05,28,46,7,False
2019-05-12,31,53,7,False
2019-05-19,32,42,7,False
2019-05-26,32,45,9,False
2019-06-02,41,37,10,False
2019-06-09,36,61,9,False
2019-06-16,26,33,10,False
2019-06-23,32,41,10,False
2019-06-30,35,33,10,False
2019-07-07,30,38,8,False
2019-07-14,30,34,13,False
2019-07-21,36,37,7,False
2019-07-28,39,37,8,False
2019-08-04,28,29,4,False
2019-08-11,35,37,8,False
2019-08-18,45,40,9,False
2019-08-25,33,37,14,False
2019-09-01,44,34,8,False
2019-09-08,39,32,5,False
2019-09-15,48,38,8,False
2019-09-22,52,40,11,False
2019-09-29,41,23,5,False
2019-10-06,45,25,10,False
2019-10-13,50,34,7,False
2019-10-20,34,28,8,False
2019-10-27,31,22,4,False
2019-11-03,53,28,10,False
2019-11-10,33,28,10,False
2019-11-17,27,45,7,False
2019-11-24,41,29,6,False
2019-12-01,31,30,6,False
2019-12-08,33,38,8,False
2019-12-15,34,34,8,False
2019-12-22,21,14,6,False
2019-12-29,41,21,6,False
2020-01-05,42,29,9,False
2020-01-12,52,29,13,False
2020-01-19,49,31,8,False
2020-01-26,41,35,12,False
2020-02-02,56,33,11,False
2020-02-09,43,30,10,False
2020-02-16,31,33,12,False
2020-02-23,40,28,12,False
2020-03-01,46,47,14,False
2020-03-08,32,35,8,False
2020-03-15,32,41,5,False
2020-03-22,27,54,11,False
2020-03-29,38,57,7,False
2020-04-05,34,79,15,False
2020-04-12,40,41,5,False
2020-04-19,31,72,12,False
2020-04-26,38,41,10,False
2020-05-03,47,49,11,False
2020-05-10,30,52,12,False
2020-05-17,41,45,11,False
2020-05-24,46,46,12,False
2020-05-31,53,45,10,False
2020-06-07,46,43,11,False
