date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,19,19,26,19,0,False
2018-01-14,51,19,67,0,0,False
2018-01-21,57,19,19,0,0,False
2018-01-28,32,0,0,19,19,False
2018-02-04,57,19,28,19,0,False
2018-02-11,0,38,19,0,0,False
2018-02-18,46,39,59,0,0,False
2018-02-25,39,20,33,19,0,False
2018-03-04,20,39,0,19,0,False
2018-03-11,19,32,29,19,0,False
2018-03-18,29,39,29,19,19,False
2018-03-25,40,30,20,20,20,False
2018-04-01,40,20,27,40,0,False
2018-04-08,41,34,27,40,0,False
2018-04-15,21,21,43,21,0,False
2018-04-22,41,55,41,41,20,False
2018-04-29,95,78,42,31,0,False
2018-05-06,21,70,35,0,0,False
2018-05-13,20,47,20,0,20,False
2018-05-20,21,73,35,0,0,False
2018-05-27,30,40,40,20,0,False
2018-06-03,34,48,34,0,0,False
2018-06-10,29,0,29,0,19,False
2018-06-17,27,20,20,0,0,False
2018-06-24,27,31,27,30,20,False
2018-07-01,40,70,20,20,39,False
2018-07-08,20,76,21,20,41,False
2018-07-15,34,45,34,0,0,False
2018-07-22,22,96,22,0,22,False
2018-07-29,44,22,30,0,22,False
2018-08-05,58,54,23,0,45,False
2018-08-12,48,48,24,24,0,False
2018-08-19,22,23,34,22,22,False
2018-08-26,43,35,64,21,0,False
2018-09-02,21,28,21,0,0,False
2018-09-09,21,41,21,21,0,False
2018-09-16,55,21,21,0,20,False
2018-09-23,31,21,28,0,0,False
2018-09-30,28,31,42,21,0,False
2018-10-07,62,21,21,0,0,False
2018-10-14,21,21,21,0,0,False
2018-10-21,42,21,21,0,0,False
2018-10-28,20,20,50,0,0,False
2018-11-04,20,0,20,0,0,False
2018-11-11,20,20,20,0,0,False
2018-11-18,40,20,30,0,0,False
2018-11-25,20,20,30,0,0,False
2018-12-02,33,0,26,0,19,False
2018-12-09,20,0,47,0,0,False
2018-12-16,21,20,34,0,0,False
2018-12-23,22,22,22,0,0,False
2018-12-30,22,22,64,0,0,False
2019-01-06,40,0,20,0,19,False
2019-01-13,20,20,26,0,0,False
2019-01-20,26,19,19,19,0,False
2019-01-27,19,0,28,0,0,False
2019-02-03,20,0,30,0,0,False
2019-02-10,21,28,21,20,0,False
2019-02-17,21,21,42,0,21,False
2019-02-24,47,20,40,0,0,False
2019-03-03,38,19,57,19,0,False
2019-03-10,39,39,40,26,0,False
2019-03-17,31,31,41,0,20,False
2019-03-24,48,41,41,40,0,False
2019-03-31,31,41,41,20,20,False
2019-04-07,21,34,41,20,20,False
2019-04-14,28,63,32,21,62,False
2019-04-21,29,53,59,20,0,False
2019-04-28,19,48,26,38,0,False
2019-05-05,19,0,38,0,0,False
2019-05-12,31,40,20,0,0,False
2019-05-19,19,59,33,19,39,False
2019-05-26,20,70,60,20,0,False
2019-06-02,44,44,19,19,0,False
2019-06-09,38,19,48,19,0,False
2019-06-16,34,60,40,0,20,False
2019-06-23,40,39,40,29,19,False
2019-06-30,40,40,33,39,49,False
2019-07-07,40,50,60,0,0,False
2019-07-14,0,56,43,0,21,False
2019-07-21,21,43,0,0,0,False
2019-07-28,44,52,37,0,22,False
2019-08-04,79,53,22,22,22,False
2019-08-11,45,22,37,0,0,False
2019-08-18,22,43,36,0,0,False
2019-08-25,40,20,40,20,0,False
2019-09-01,58,19,67,0,19,False
2019-09-08,39,20,29,20,19,False
2019-09-15,39,29,45,0,19,False
2019-09-22,27,27,36,0,18,False
2019-09-29,18,18,27,0,0,False
2019-10-06,18,18,37,0,0,False
2019-10-13,30,18,30,0,0,False
2019-10-20,49,19,19,18,19,False
2019-10-27,36,18,36,0,0,False
2019-11-03,24,0,18,0,0,False
2019-11-10,18,0,35,0,0,False
2019-11-17,24,18,36,0,0,False
2019-11-24,34,0,29,0,17,False
2019-12-01,26,0,26,18,0,False
2019-12-08,34,17,17,0,0,False
2019-12-15,18,35,29,0,0,False
2019-12-22,18,0,19,0,0,False
2019-12-29,25,0,43,0,0,False
2020-01-05,28,17,28,0,0,False
2020-01-12,16,0,42,0,16,False
2020-01-19,34,26,23,0,17,False
2020-01-26,16,17,39,33,0,False
2020-02-02,34,22,42,0,0,False
2020-02-09,42,17,42,17,0,False
2020-02-16,29,0,40,17,0,False
2020-02-23,50,33,22,0,0,False
2020-03-01,24,16,49,0,16,False
2020-03-08,38,33,27,16,0,False
2020-03-15,25,15,20,15,0,False
2020-03-22,14,21,14,28,0,False
2020-03-29,37,37,42,14,14,False
2020-04-05,14,100,29,21,0,False
2020-04-12,15,64,44,22,0,False
2020-04-19,59,59,15,15,14,False
2020-04-26,22,45,27,13,20,False
2020-05-03,23,55,27,14,22,False
2020-05-10,24,49,29,15,14,False
2020-05-17,37,78,31,39,16,False
2020-05-24,36,46,31,40,15,False
2020-05-31,39,96,29,19,14,False
2020-06-07,67,44,44,44,0,False
2020-06-14,36,59,35,69,34,True
