date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,18,0,33,6,6,False
2018-01-14,15,6,27,0,6,False
2018-01-21,30,6,36,0,0,False
2018-01-28,12,18,12,0,0,False
2018-02-04,24,6,24,0,0,False
2018-02-11,12,15,31,0,0,False
2018-02-18,12,6,15,6,0,False
2018-02-25,18,6,21,18,0,False
2018-03-04,27,6,15,6,0,False
2018-03-11,18,15,21,12,0,False
2018-03-18,24,12,9,6,0,False
2018-03-25,15,24,21,15,0,False
2018-04-01,21,30,18,6,0,False
2018-04-08,33,15,30,6,6,False
2018-04-15,19,61,32,16,0,False
2018-04-22,24,40,21,12,6,False
2018-04-29,22,19,29,16,0,False
2018-05-06,13,70,22,25,6,False
2018-05-13,24,18,24,0,6,False
2018-05-20,15,24,27,15,9,False
2018-05-27,21,18,18,0,0,False
2018-06-03,33,30,33,12,0,False
2018-06-10,20,14,29,0,0,False
2018-06-17,21,30,18,12,0,False
2018-06-24,9,27,33,12,9,False
2018-07-01,24,36,15,18,12,False
2018-07-08,19,47,25,6,6,False
2018-07-15,20,37,14,7,7,False
2018-07-22,10,44,27,7,7,False
2018-07-29,24,24,17,14,7,False
2018-08-05,14,55,14,10,10,False
2018-08-12,14,21,18,7,7,False
2018-08-19,34,21,17,0,7,False
2018-08-26,22,19,45,6,0,False
2018-09-02,22,6,34,6,6,False
2018-09-09,15,0,12,0,0,False
2018-09-16,24,6,21,0,6,False
2018-09-23,21,6,39,0,6,False
2018-09-30,21,0,12,6,0,False
2018-10-07,30,6,15,6,0,False
2018-10-14,37,24,18,0,0,False
2018-10-21,25,6,28,0,0,False
2018-10-28,12,0,27,6,6,False
2018-11-04,35,6,18,0,0,False
2018-11-11,12,6,35,6,0,False
2018-11-18,15,6,20,0,0,False
2018-11-25,17,0,38,0,0,False
2018-12-02,17,6,20,12,0,False
2018-12-09,15,0,27,0,0,False
2018-12-16,6,6,22,6,0,False
2018-12-23,7,7,20,7,7,False
2018-12-30,23,0,29,0,0,False
2019-01-06,14,0,38,0,6,False
2019-01-13,14,11,37,0,0,False
2019-01-20,30,11,22,0,6,False
2019-01-27,11,16,22,0,0,False
2019-02-03,20,6,40,9,0,False
2019-02-10,21,6,27,6,0,False
2019-02-17,28,28,25,12,6,False
2019-02-24,23,18,38,6,0,False
2019-03-03,23,11,23,0,0,False
2019-03-10,20,11,14,6,0,False
2019-03-17,30,15,15,12,0,False
2019-03-24,42,30,18,6,12,False
2019-03-31,26,17,32,6,0,False
2019-04-07,34,17,45,11,0,False
2019-04-14,19,28,25,6,6,False
2019-04-21,11,69,23,6,6,False
2019-04-28,25,25,18,15,5,False
2019-05-05,17,22,27,5,5,False
2019-05-12,31,23,31,0,5,False
2019-05-19,18,29,29,5,5,False
2019-05-26,21,34,21,16,0,False
2019-06-02,20,44,52,15,0,False
2019-06-09,24,8,34,8,0,False
2019-06-16,17,44,25,17,0,False
2019-06-23,25,53,25,8,6,False
2019-06-30,24,29,42,16,5,False
2019-07-07,25,11,47,6,6,False
2019-07-14,25,31,17,6,11,False
2019-07-21,15,41,29,6,6,False
2019-07-28,11,31,31,12,9,False
2019-08-04,25,19,22,6,12,False
2019-08-11,19,22,13,0,10,False
2019-08-18,16,13,29,7,0,False
2019-08-25,21,18,15,6,9,False
2019-09-01,31,0,11,0,0,False
2019-09-08,20,6,26,6,6,False
2019-09-15,14,17,31,6,0,False
2019-09-22,13,15,25,5,0,False
2019-09-29,19,12,10,10,0,False
2019-10-06,24,7,24,5,0,False
2019-10-13,10,5,19,0,5,False
2019-10-20,10,5,27,5,0,False
2019-10-27,29,5,29,5,0,False
2019-11-03,14,5,14,5,5,False
2019-11-10,14,5,9,5,0,False
2019-11-17,23,0,42,0,0,False
2019-11-24,25,5,30,9,5,False
2019-12-01,5,0,18,0,0,False
2019-12-08,18,0,13,0,0,False
2019-12-15,8,5,8,5,0,False
2019-12-22,11,0,11,0,6,False
2019-12-29,5,0,16,5,0,False
2020-01-05,19,14,21,5,0,False
2020-01-12,11,9,20,7,0,False
2020-01-19,7,0,25,5,0,False
2020-01-26,30,5,39,5,0,False
2020-02-02,16,5,25,7,0,False
2020-02-09,27,9,16,9,0,False
2020-02-16,21,7,28,0,5,False
2020-02-23,17,9,17,14,5,False
2020-03-01,57,16,33,5,5,False
2020-03-08,24,9,28,9,0,False
2020-03-15,23,10,21,6,4,False
2020-03-22,16,18,23,4,8,False
2020-03-29,16,20,39,4,0,False
2020-04-05,17,52,21,17,8,False
2020-04-12,19,41,25,17,10,False
2020-04-19,37,50,33,15,0,False
2020-04-26,21,40,25,11,12,False
2020-05-03,18,33,25,10,4,False
2020-05-10,33,23,33,21,4,False
2020-05-17,19,89,32,17,9,False
2020-05-24,25,91,32,21,13,False
2020-05-31,47,100,22,33,14,False
2020-06-07,21,33,21,19,0,False
2020-06-14,20,49,20,20,0,True
