date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,12,12,36,0,0,False
2018-01-14,36,24,12,0,12,False
2018-01-21,12,12,12,0,0,False
2018-01-28,33,24,29,12,0,False
2018-02-04,24,0,30,0,0,False
2018-02-11,44,13,13,0,13,False
2018-02-18,46,38,19,0,0,False
2018-02-25,24,36,20,0,12,False
2018-03-04,49,28,18,0,12,False
2018-03-11,18,12,32,24,12,False
2018-03-18,31,13,62,21,0,False
2018-03-25,41,0,44,0,12,False
2018-04-01,47,30,19,0,0,False
2018-04-08,35,65,30,13,26,False
2018-04-15,21,50,21,27,27,False
2018-04-22,43,77,0,12,12,False
2018-04-29,12,24,25,12,0,False
2018-05-06,21,47,25,19,13,False
2018-05-13,17,44,19,0,12,False
2018-05-20,26,35,19,13,13,False
2018-05-27,37,29,50,12,12,False
2018-06-03,31,41,25,25,0,False
2018-06-10,24,30,36,12,18,False
2018-06-17,25,21,34,0,25,False
2018-06-24,25,38,25,13,19,False
2018-07-01,45,20,28,12,12,False
2018-07-08,46,50,46,13,13,False
2018-07-15,13,31,33,0,13,False
2018-07-22,35,53,20,0,22,False
2018-07-29,13,31,26,20,26,False
2018-08-05,47,47,27,13,13,False
2018-08-12,28,28,19,14,0,False
2018-08-19,22,27,27,0,20,False
2018-08-26,30,26,30,0,13,False
2018-09-02,44,18,22,26,13,False
2018-09-09,30,13,26,0,0,False
2018-09-16,19,13,32,0,0,False
2018-09-23,39,22,33,17,0,False
2018-09-30,39,13,26,0,13,False
2018-10-07,19,0,30,0,0,False
2018-10-14,31,13,22,0,0,False
2018-10-21,53,0,20,13,13,False
2018-10-28,16,0,25,0,0,False
2018-11-04,21,12,29,0,0,False
2018-11-11,38,13,13,13,12,False
2018-11-18,33,12,31,0,0,False
2018-11-25,31,12,12,12,0,False
2018-12-02,21,12,25,0,0,False
2018-12-09,25,12,38,0,0,False
2018-12-16,21,0,17,0,0,False
2018-12-23,26,0,13,0,0,False
2018-12-30,31,13,26,0,13,False
2019-01-06,24,12,24,12,0,False
2019-01-13,18,12,29,0,0,False
2019-01-20,28,23,20,12,12,False
2019-01-27,30,12,31,0,0,False
2019-02-03,32,12,42,0,12,False
2019-02-10,37,31,43,0,12,False
2019-02-17,30,30,39,13,13,False
2019-02-24,38,34,21,25,0,False
2019-03-03,52,20,28,0,0,False
2019-03-10,20,18,25,12,0,False
2019-03-17,25,51,25,13,0,False
2019-03-24,25,32,34,25,0,False
2019-03-31,66,46,41,19,12,False
2019-04-07,29,29,21,12,0,False
2019-04-14,30,22,26,26,26,False
2019-04-21,25,37,25,25,0,False
2019-04-28,71,36,16,12,12,False
2019-05-05,28,28,18,12,0,False
2019-05-12,45,21,25,13,12,False
2019-05-19,16,37,30,12,12,False
2019-05-26,33,25,41,12,12,False
2019-06-02,27,38,35,11,27,False
2019-06-09,23,41,35,12,12,False
2019-06-16,70,53,25,25,24,False
2019-06-23,65,69,20,24,12,False
2019-06-30,18,48,32,18,18,False
2019-07-07,61,44,40,12,24,False
2019-07-14,38,51,42,13,13,False
2019-07-21,31,25,33,13,25,False
2019-07-28,17,13,34,26,51,False
2019-08-04,35,48,32,13,13,False
2019-08-11,30,34,13,13,13,False
2019-08-18,21,32,30,13,13,False
2019-08-25,57,48,18,12,12,False
2019-09-01,28,24,36,18,24,False
2019-09-08,48,12,32,18,0,False
2019-09-15,36,30,29,0,24,False
2019-09-22,42,23,23,0,11,False
2019-09-29,31,17,23,0,17,False
2019-10-06,34,11,17,0,0,False
2019-10-13,34,0,27,11,12,False
2019-10-20,23,0,19,0,11,False
2019-10-27,18,16,40,0,11,False
2019-11-03,33,0,15,0,0,False
2019-11-10,27,11,33,0,11,False
2019-11-17,19,11,26,0,0,False
2019-11-24,32,22,32,0,11,False
2019-12-01,27,11,22,11,0,False
2019-12-08,26,0,11,0,0,False
2019-12-15,30,0,26,0,11,False
2019-12-22,23,11,23,0,0,False
2019-12-29,26,0,38,0,0,False
2020-01-05,22,16,22,11,11,False
2020-01-12,18,16,32,0,0,False
2020-01-19,25,11,32,0,0,False
2020-01-26,24,10,42,10,0,False
2020-02-02,43,11,32,0,0,False
2020-02-09,42,21,28,10,0,False
2020-02-16,53,16,24,0,31,False
2020-02-23,42,21,17,16,0,False
2020-03-01,21,18,24,21,0,False
2020-03-08,34,36,17,16,10,False
2020-03-15,37,14,19,28,0,False
2020-03-22,26,15,26,13,0,False
2020-03-29,9,27,30,0,13,False
2020-04-05,36,75,18,13,18,False
2020-04-12,30,60,33,27,9,False
2020-04-19,33,49,43,27,14,False
2020-04-26,52,46,39,14,20,False
2020-05-03,34,23,31,9,9,False
2020-05-10,33,24,27,12,14,False
2020-05-17,46,85,35,10,20,False
2020-05-24,29,58,53,29,19,False
2020-05-31,61,40,49,28,21,False
2020-06-07,43,50,37,25,15,False
2020-06-14,100,22,37,22,22,True
