date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,46,11,24,10,8,False
2018-01-14,40,12,40,8,4,False
2018-01-21,46,15,27,6,11,False
2018-01-28,31,8,31,6,8,False
2018-02-04,54,15,44,5,4,False
2018-02-11,48,16,23,5,4,False
2018-02-18,52,21,30,4,0,False
2018-02-25,54,10,36,10,4,False
2018-03-04,67,18,25,13,6,False
2018-03-11,60,27,19,11,8,False
2018-03-18,64,31,36,15,5,False
2018-03-25,55,22,35,22,8,False
2018-04-01,83,46,55,26,7,False
2018-04-08,47,27,43,19,6,False
2018-04-15,59,57,43,26,21,False
2018-04-22,46,70,43,19,19,False
2018-04-29,53,35,42,15,13,False
2018-05-06,58,73,41,16,18,False
2018-05-13,30,25,39,17,18,False
2018-05-20,41,63,23,13,19,False
2018-05-27,49,48,42,10,8,False
2018-06-03,51,35,56,16,10,False
2018-06-10,40,32,32,15,8,False
2018-06-17,39,43,26,7,16,False
2018-06-24,52,50,42,11,17,False
2018-07-01,43,50,32,14,18,False
2018-07-08,46,46,33,11,22,False
2018-07-15,40,34,27,11,24,False
2018-07-22,42,32,39,16,17,False
2018-07-29,46,45,49,8,17,False
2018-08-05,37,42,33,12,14,False
2018-08-12,24,32,32,14,24,False
2018-08-19,52,31,35,14,15,False
2018-08-26,56,16,30,11,23,False
2018-09-02,53,20,27,10,13,False
2018-09-09,53,16,26,7,16,False
2018-09-16,58,19,35,9,6,False
2018-09-23,58,12,48,4,6,False
2018-09-30,48,11,44,6,9,False
2018-10-07,54,23,42,13,4,False
2018-10-14,49,9,47,18,13,False
2018-10-21,47,6,32,9,4,False
2018-10-28,50,10,37,7,6,False
2018-11-04,42,10,33,4,7,False
2018-11-11,41,8,35,6,4,False
2018-11-18,19,8,41,5,4,False
2018-11-25,38,6,64,13,4,False
2018-12-02,34,8,31,6,4,False
2018-12-09,35,8,25,6,13,False
2018-12-16,22,9,33,0,6,False
2018-12-23,28,12,38,0,5,False
2018-12-30,28,10,44,4,4,False
2019-01-06,27,10,34,4,5,False
2019-01-13,42,10,30,4,6,False
2019-01-20,37,9,45,12,8,False
2019-01-27,39,12,36,8,8,False
2019-02-03,41,8,45,4,9,False
2019-02-10,47,22,35,11,11,False
2019-02-17,71,18,43,14,13,False
2019-02-24,48,33,30,23,8,False
2019-03-03,50,25,38,7,5,False
2019-03-10,55,25,47,9,7,False
2019-03-17,85,42,36,25,11,False
2019-03-24,62,58,55,29,9,False
2019-03-31,52,39,39,21,13,False
2019-04-07,37,35,59,12,12,False
2019-04-14,66,36,42,13,14,False
2019-04-21,44,55,43,15,12,False
2019-04-28,48,57,53,19,9,False
2019-05-05,47,34,34,11,15,False
2019-05-12,42,24,38,20,6,False
2019-05-19,47,44,50,26,6,False
2019-05-26,42,59,30,14,12,False
2019-06-02,74,71,41,18,12,False
2019-06-09,41,45,51,20,12,False
2019-06-16,53,36,38,21,15,False
2019-06-23,50,91,51,26,26,False
2019-06-30,58,72,64,13,28,False
2019-07-07,58,54,55,19,23,False
2019-07-14,52,38,53,11,19,False
2019-07-21,34,52,50,17,13,False
2019-07-28,30,41,48,15,23,False
2019-08-04,40,40,53,15,11,False
2019-08-11,47,42,47,13,23,False
2019-08-18,43,31,43,6,11,False
2019-08-25,54,33,40,7,12,False
2019-09-01,63,18,21,8,11,False
2019-09-08,65,15,31,6,10,False
2019-09-15,46,11,56,6,6,False
2019-09-22,63,11,42,4,11,False
2019-09-29,37,13,43,8,9,False
2019-10-06,63,12,50,8,8,False
2019-10-13,51,6,21,6,4,False
2019-10-20,68,5,51,9,9,False
2019-10-27,44,15,50,4,11,False
2019-11-03,63,7,33,5,5,False
2019-11-10,35,8,32,5,5,False
2019-11-17,39,7,60,5,5,False
2019-11-24,31,10,49,5,7,False
2019-12-01,53,6,34,3,9,False
2019-12-08,43,8,43,5,3,False
2019-12-15,46,11,31,0,7,False
2019-12-22,31,4,24,8,12,False
2019-12-29,32,6,51,4,9,False
2020-01-05,36,9,38,7,5,False
2020-01-12,55,10,37,7,8,False
2020-01-19,56,10,35,7,10,False
2020-01-26,80,7,39,8,3,False
2020-02-02,70,12,29,11,6,False
2020-02-09,53,22,27,7,8,False
2020-02-16,65,22,51,10,11,False
2020-02-23,57,26,47,9,7,False
2020-03-01,42,31,35,12,10,False
2020-03-08,52,21,32,13,8,False
2020-03-15,46,17,19,10,5,False
2020-03-22,34,26,26,11,6,False
2020-03-29,47,39,38,10,14,False
2020-04-05,57,78,45,28,18,False
2020-04-12,45,62,51,30,12,False
2020-04-19,66,66,45,45,20,False
2020-04-26,48,47,52,35,17,False
2020-05-03,51,67,48,29,23,False
2020-05-10,58,46,50,29,21,False
2020-05-17,57,100,47,50,38,False
2020-05-24,70,94,67,47,43,False
2020-05-31,67,82,47,32,34,False
2020-06-07,75,56,47,27,13,False
2020-06-14,73,55,63,30,34,True
