date,Photovoltaik,Gärtner,Garten und Landschaftsbau,isPartial
2018-01-07,19,29,19,False
2018-01-14,29,38,19,False
2018-01-21,48,45,19,False
2018-01-28,32,38,19,False
2018-02-04,20,29,0,False
2018-02-11,27,21,20,False
2018-02-18,20,20,0,False
2018-02-25,19,19,0,False
2018-03-04,19,58,0,False
2018-03-11,20,0,49,False
2018-03-18,34,20,20,False
2018-03-25,63,42,0,False
2018-04-01,31,42,21,False
2018-04-08,41,34,0,False
2018-04-15,21,31,21,False
2018-04-22,20,40,20,False
2018-04-29,42,41,21,False
2018-05-06,21,31,21,False
2018-05-13,20,80,0,False
2018-05-20,41,20,20,False
2018-05-27,60,27,20,False
2018-06-03,46,20,0,False
2018-06-10,19,19,0,False
2018-06-17,20,40,30,False
2018-06-24,31,73,21,False
2018-07-01,20,34,30,False
2018-07-08,41,40,20,False
2018-07-15,28,31,21,False
2018-07-22,20,21,21,False
2018-07-29,40,20,0,False
2018-08-05,39,26,39,False
2018-08-12,20,30,20,False
2018-08-19,20,20,20,False
2018-08-26,20,20,20,False
2018-09-02,31,31,0,False
2018-09-09,20,34,0,False
2018-09-16,20,30,30,False
2018-09-23,0,34,0,False
2018-09-30,22,43,0,False
2018-10-07,52,42,21,False
2018-10-14,20,27,20,False
2018-10-21,40,33,20,False
2018-10-28,19,19,0,False
2018-11-04,19,0,19,False
2018-11-11,32,39,19,False
2018-11-18,25,28,19,False
2018-11-25,19,19,19,False
2018-12-02,25,25,0,False
2018-12-09,39,58,0,False
2018-12-16,29,0,39,False
2018-12-23,32,21,0,False
2018-12-30,49,79,39,False
2019-01-06,36,18,0,False
2019-01-13,27,24,0,False
2019-01-20,27,36,36,False
2019-01-27,18,24,0,False
2019-02-03,37,31,0,False
2019-02-10,25,56,19,False
2019-02-17,48,38,28,False
2019-02-24,20,46,20,False
2019-03-03,37,37,19,False
2019-03-10,43,64,18,False
2019-03-17,19,49,0,False
2019-03-24,26,45,19,False
2019-03-31,45,67,19,False
2019-04-07,74,100,0,False
2019-04-14,26,73,0,False
2019-04-21,32,32,19,False
2019-04-28,31,0,19,False
2019-05-05,45,18,0,False
2019-05-12,45,19,19,False
2019-05-19,37,37,19,False
2019-05-26,19,19,19,False
2019-06-02,31,25,19,False
2019-06-09,19,62,0,False
2019-06-16,39,49,0,False
2019-06-23,48,19,0,False
2019-06-30,26,39,58,False
2019-07-07,25,19,0,False
2019-07-14,39,29,19,False
2019-07-21,34,20,0,False
2019-07-28,20,27,21,False
2019-08-04,29,26,19,False
2019-08-11,37,0,19,False
2019-08-18,19,19,19,False
2019-08-25,37,37,27,False
2019-09-01,36,24,18,False
2019-09-08,47,19,19,False
2019-09-15,44,29,19,False
2019-09-22,54,36,0,False
2019-09-29,18,37,0,False
2019-10-06,49,36,0,False
2019-10-13,27,18,18,False
2019-10-20,27,27,0,False
2019-10-27,60,29,17,False
2019-11-03,28,17,0,False
2019-11-10,17,34,0,False
2019-11-17,25,34,17,False
2019-11-24,39,22,17,False
2019-12-01,35,17,17,False
2019-12-08,23,28,17,False
2019-12-15,46,0,0,False
2019-12-22,37,19,0,False
2019-12-29,30,18,18,False
2020-01-05,25,16,16,False
2020-01-12,48,0,0,False
2020-01-19,49,38,16,False
2020-01-26,27,32,16,False
2020-02-02,32,38,16,False
2020-02-09,42,32,0,False
2020-02-16,67,50,0,False
2020-02-23,48,64,32,False
2020-03-01,26,23,0,False
2020-03-08,45,30,0,False
2020-03-15,24,24,14,False
2020-03-22,23,28,14,False
2020-03-29,37,61,0,False
2020-04-05,15,54,0,False
2020-04-12,44,59,15,False
2020-04-19,44,34,15,False
2020-04-26,46,32,14,False
2020-05-03,43,29,24,False
2020-05-10,24,48,14,False
2020-05-17,15,20,23,False
2020-05-24,20,15,15,False
2020-05-31,58,43,0,False
2020-06-07,22,50,0,False
