date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste
2018-12-16,0.35625,0.1125,0.29375,0.1125,0.0
2018-12-23,0.3625,0.0,0.2,0.11875,0.0
2018-12-30,0.425,0.08125,0.275,0.0,0.08125
2019-01-06,0.36875,0.18125,0.3125,0.075,0.0
2019-01-13,0.25625,0.1875,0.5125,0.0,0.10625
2019-01-20,0.28125,0.25,0.475,0.075,0.18125
2019-01-27,0.3625,0.2875,0.40625,0.10625,0.0
2019-02-03,0.30625,0.18125,0.5875,0.0,0.075
2019-02-10,0.4875,0.4125,0.4125,0.0,0.075
2019-02-17,0.45625,0.3625,0.3625,0.08125,0.19375
2019-02-24,0.4625,0.55,0.35625,0.31875,0.0
2019-03-03,0.6125,0.26875,0.39375,0.0,0.10625
2019-03-10,0.375,0.38125,0.2625,0.075,0.0
2019-03-17,0.38125,0.625,0.34375,0.08125,0.1125
2019-03-24,0.5375,0.61875,0.59375,0.26875,0.1125
2019-03-31,0.78125,0.50625,0.6375,0.11875,0.075
2019-04-07,0.4375,0.4,0.3125,0.075,0.1125
2019-04-14,0.575,0.3125,0.35625,0.5125,0.1625
2019-04-21,0.30625,0.53125,0.49375,0.26875,0.16875
2019-04-28,0.60625,0.54375,0.2625,0.18125,0.18125
2019-05-05,0.41875,0.28125,0.35625,0.18125,0.0
2019-05-12,0.4625,0.40625,0.3,0.08125,0.075
2019-05-19,0.25,0.38125,0.44375,0.18125,0.1875
2019-05-26,0.46875,0.45625,0.40625,0.1875,0.1875
2019-06-02,0.41875,0.7375,0.43125,0.175,0.275
2019-06-09,0.25,0.4625,0.58125,0.18125,0.175
2019-06-16,0.625,0.7,0.26875,0.15625,0.3125
2019-06-23,0.575,0.88125,0.3125,0.2625,0.225
2019-06-30,0.33125,0.59375,0.475,0.21875,0.33125
2019-07-07,0.53125,0.60625,0.4375,0.075,0.25625
2019-07-14,0.46875,0.6625,0.56875,0.19375,0.425
2019-07-21,0.375,0.3125,0.40625,0.08125,0.275
2019-07-28,0.35,0.3625,0.375,0.1625,0.5625
2019-08-04,0.425,0.41875,0.31875,0.2,0.08125
2019-08-11,0.3625,0.2125,0.2,0.08125,0.08125
2019-08-18,0.2875,0.31875,0.30625,0.08125,0.08125
2019-08-25,0.46875,0.51875,0.44375,0.075,0.25625
2019-09-01,0.3875,0.3125,0.5125,0.1125,0.15
2019-09-08,0.48125,0.18125,0.3625,0.1125,0.10625
2019-09-15,0.5125,0.36875,0.4375,0.10625,0.3625
2019-09-22,0.46875,0.14375,0.28125,0.0,0.36875
2019-09-29,0.35,0.2125,0.28125,0.0,0.20625
2019-10-06,0.45625,0.06875,0.2125,0.0,0.20625
2019-10-13,0.45,0.10625,0.325,0.06875,0.075
2019-10-20,0.50625,0.15625,0.325,0.0,0.16875
2019-10-27,0.34375,0.1,0.25,0.0,0.06875
2019-11-03,0.45625,0.0,0.24375,0.0,0.1
2019-11-10,0.31875,0.16875,0.475,0.0,0.06875
2019-11-17,0.26875,0.06875,0.55625,0.0,0.0
2019-11-24,0.29375,0.23125,0.39375,0.0,0.1625
2019-12-01,0.4375,0.06875,0.2375,0.06875,0.0
2019-12-08,0.2625,0.0,0.3125,0.0,0.0
2019-12-15,0.58125,0.1,0.29375,0.0,0.06875
2019-12-22,0.24375,0.06875,0.24375,0.1,0.0
2019-12-29,0.2625,0.0,0.46875,0.0,0.0
2020-01-05,0.33125,0.1,0.33125,0.06875,0.06875
2020-01-12,0.33125,0.1,0.56875,0.0,0.0
2020-01-19,0.475,0.1625,0.49375,0.09375,0.09375
2020-01-26,0.30625,0.1875,0.48125,0.15625,0.18125
2020-02-02,0.55625,0.06875,0.325,0.0,0.0
2020-02-09,0.5375,0.225,0.35625,0.15625,0.09375
2020-02-16,0.6125,0.225,0.2875,0.125,0.19375
2020-02-23,0.4125,0.40625,0.31875,0.1875,0.0
2020-03-01,0.28125,0.20625,0.39375,0.13125,0.0875
2020-03-08,0.34375,0.31875,0.38125,0.1875,0.0625
2020-03-15,0.3375,0.33125,0.3625,0.175,0.0
2020-03-22,0.3125,0.19375,0.3125,0.19375,0.075
2020-03-29,0.2875,0.325,0.2625,0.075,0.15625
2020-04-05,0.5125,0.9125,0.425,0.2375,0.26875
2020-04-12,0.36875,0.76875,0.3625,0.25,0.2125
2020-04-19,0.44375,0.68125,0.43125,0.2875,0.1625
2020-04-26,0.5,0.4375,0.34375,0.23125,0.2
2020-05-03,0.6125,0.54375,0.39375,0.15625,0.24375
2020-05-10,0.3625,0.4125,0.38125,0.075,0.1625
2020-05-17,0.6375,1.0,0.425,0.15,0.125
2020-05-24,0.525,0.79375,0.41875,0.30625,0.2875
2020-05-31,0.675,0.675,0.625,0.30625,0.2875
2020-06-07,0.5625,0.60625,0.39375,0.2375,0.175
2020-06-14,0.8875,0.4,0.61875,0.1375,0.525
