date,Photovoltaik,Gärtner,Garten und Landschaftsbau,isPartial
2018-01-07,16,18,18,False
2018-01-14,12,29,0,False
2018-01-21,20,20,18,False
2018-01-28,12,28,12,False
2018-02-04,25,33,12,False
2018-02-11,20,18,12,False
2018-02-18,12,36,12,False
2018-02-25,19,19,23,False
2018-03-04,12,31,24,False
2018-03-11,19,39,12,False
2018-03-18,18,24,16,False
2018-03-25,17,51,19,False
2018-04-01,25,38,19,False
2018-04-08,25,55,19,False
2018-04-15,13,39,0,False
2018-04-22,25,66,12,False
2018-04-29,17,39,13,False
2018-05-06,13,66,0,False
2018-05-13,26,32,13,False
2018-05-20,26,43,13,False
2018-05-27,16,16,24,False
2018-06-03,13,31,0,False
2018-06-10,12,32,12,False
2018-06-17,30,16,12,False
2018-06-24,24,37,25,False
2018-07-01,25,42,12,False
2018-07-08,12,21,12,False
2018-07-15,26,13,13,False
2018-07-22,31,25,13,False
2018-07-29,0,12,25,False
2018-08-05,35,27,12,False
2018-08-12,16,30,18,False
2018-08-19,0,28,0,False
2018-08-26,30,29,12,False
2018-09-02,25,33,12,False
2018-09-09,28,30,12,False
2018-09-16,18,24,12,False
2018-09-23,16,28,0,False
2018-09-30,19,34,17,False
2018-10-07,21,21,13,False
2018-10-14,12,24,0,False
2018-10-21,23,15,11,False
2018-10-28,41,15,12,False
2018-11-04,11,34,11,False
2018-11-11,17,19,11,False
2018-11-18,17,37,11,False
2018-11-25,19,12,0,False
2018-12-02,11,23,0,False
2018-12-09,15,23,11,False
2018-12-16,35,16,0,False
2018-12-23,18,25,0,False
2018-12-30,19,19,0,False
2019-01-06,25,21,14,False
2019-01-13,26,14,27,False
2019-01-20,25,18,11,False
2019-01-27,11,21,11,False
2019-02-03,33,40,11,False
2019-02-10,23,34,23,False
2019-02-17,33,41,11,False
2019-02-24,50,26,11,False
2019-03-03,26,26,18,False
2019-03-10,11,47,11,False
2019-03-17,27,38,0,False
2019-03-24,11,64,11,False
2019-03-31,27,27,15,False
2019-04-07,39,34,17,False
2019-04-14,18,100,12,False
2019-04-21,30,52,0,False
2019-04-28,30,26,11,False
2019-05-05,33,18,0,False
2019-05-12,40,46,0,False
2019-05-19,11,52,0,False
2019-05-26,19,27,0,False
2019-06-02,30,26,11,False
2019-06-09,17,45,11,False
2019-06-16,28,26,11,False
2019-06-23,23,34,0,False
2019-06-30,11,33,17,False
2019-07-07,27,27,12,False
2019-07-14,54,39,0,False
2019-07-21,18,20,25,False
2019-07-28,16,18,12,False
2019-08-04,12,24,12,False
2019-08-11,29,22,0,False
2019-08-18,28,34,17,False
2019-08-25,38,33,11,False
2019-09-01,16,11,11,False
2019-09-08,22,61,11,False
2019-09-15,37,29,11,False
2019-09-22,25,16,21,False
2019-09-29,32,11,11,False
2019-10-06,22,22,11,False
2019-10-13,16,24,0,False
2019-10-20,21,24,10,False
2019-10-27,24,24,0,False
2019-11-03,36,23,10,False
2019-11-10,27,20,10,False
2019-11-17,40,27,10,False
2019-11-24,13,35,10,False
2019-12-01,36,26,0,False
2019-12-08,27,30,0,False
2019-12-15,21,15,0,False
2019-12-22,14,14,0,False
2019-12-29,26,17,0,False
2020-01-05,41,22,16,False
2020-01-12,23,22,0,False
2020-01-19,25,16,9,False
2020-01-26,47,28,9,False
2020-02-02,22,9,9,False
2020-02-09,16,26,0,False
2020-02-16,32,22,14,False
2020-02-23,22,19,9,False
2020-03-01,28,28,0,False
2020-03-08,21,30,0,False
2020-03-15,14,29,9,False
2020-03-22,17,58,14,False
2020-03-29,16,33,8,False
2020-04-05,28,50,0,False
2020-04-12,15,62,9,False
2020-04-19,20,32,13,False
2020-04-26,28,36,13,False
2020-05-03,43,23,9,False
2020-05-10,30,32,9,False
2020-05-17,16,22,13,False
2020-05-24,42,39,9,False
2020-05-31,32,43,9,False
2020-06-07,28,32,10,False
