date,Photovoltaik,Gärtner,Garten und Landschaftsbau,isPartial
2018-01-07,31,47,13,False
2018-01-14,13,22,13,False
2018-01-21,34,36,13,False
2018-01-28,40,36,0,False
2018-02-04,24,33,14,False
2018-02-11,27,41,14,False
2018-02-18,21,41,21,False
2018-02-25,50,41,14,False
2018-03-04,23,61,14,False
2018-03-11,14,54,32,False
2018-03-18,37,32,14,False
2018-03-25,44,82,15,False
2018-04-01,45,74,15,False
2018-04-08,36,39,14,False
2018-04-15,15,45,15,False
2018-04-22,33,76,0,False
2018-04-29,0,55,0,False
2018-05-06,23,71,15,False
2018-05-13,33,33,14,False
2018-05-20,30,37,30,False
2018-05-27,42,33,14,False
2018-06-03,21,47,14,False
2018-06-10,33,40,13,False
2018-06-17,49,36,18,False
2018-06-24,37,41,14,False
2018-07-01,32,18,14,False
2018-07-08,34,32,14,False
2018-07-15,25,29,15,False
2018-07-22,48,36,21,False
2018-07-29,57,14,14,False
2018-08-05,33,28,14,False
2018-08-12,14,61,14,False
2018-08-19,18,18,28,False
2018-08-26,14,52,14,False
2018-09-02,14,47,14,False
2018-09-09,28,65,14,False
2018-09-16,28,33,14,False
2018-09-23,0,51,19,False
2018-09-30,28,35,21,False
2018-10-07,42,33,14,False
2018-10-14,33,56,14,False
2018-10-21,36,38,14,False
2018-10-28,28,28,0,False
2018-11-04,53,36,27,False
2018-11-11,18,40,20,False
2018-11-18,43,26,13,False
2018-11-25,22,20,13,False
2018-12-02,40,27,13,False
2018-12-09,13,13,13,False
2018-12-16,13,18,0,False
2018-12-23,21,19,0,False
2018-12-30,27,22,0,False
2019-01-06,29,38,13,False
2019-01-13,21,29,19,False
2019-01-20,37,37,24,False
2019-01-27,33,42,19,False
2019-02-03,44,61,13,False
2019-02-10,38,34,13,False
2019-02-17,43,21,13,False
2019-02-24,51,64,19,False
2019-03-03,50,66,12,False
2019-03-10,19,45,19,False
2019-03-17,35,39,13,False
2019-03-24,26,81,0,False
2019-03-31,18,95,34,False
2019-04-07,44,44,13,False
2019-04-14,38,100,29,False
2019-04-21,32,73,14,False
2019-04-28,21,55,19,False
2019-05-05,55,42,0,False
2019-05-12,43,43,13,False
2019-05-19,34,51,17,False
2019-05-26,47,30,0,False
2019-06-02,34,26,13,False
2019-06-09,47,68,13,False
2019-06-16,38,32,21,False
2019-06-23,13,71,33,False
2019-06-30,30,39,0,False
2019-07-07,35,35,19,False
2019-07-14,13,58,13,False
2019-07-21,50,50,0,False
2019-07-28,33,46,12,False
2019-08-04,32,26,0,False
2019-08-11,33,37,12,False
2019-08-18,58,46,25,False
2019-08-25,25,25,12,False
2019-09-01,25,62,12,False
2019-09-08,58,37,12,False
2019-09-15,50,31,19,False
2019-09-22,33,57,12,False
2019-09-29,36,30,12,False
2019-10-06,25,38,13,False
2019-10-13,33,25,12,False
2019-10-20,30,24,12,False
2019-10-27,35,31,0,False
2019-11-03,30,38,11,False
2019-11-10,39,46,17,False
2019-11-17,34,27,11,False
2019-11-24,37,39,0,False
2019-12-01,42,23,12,False
2019-12-08,46,38,11,False
2019-12-15,31,18,23,False
2019-12-22,53,12,0,False
2019-12-29,31,27,12,False
2020-01-05,33,60,18,False
2020-01-12,14,36,22,False
2020-01-19,49,26,11,False
2020-01-26,44,26,22,False
2020-02-02,57,42,17,False
2020-02-09,32,28,11,False
2020-02-16,28,53,27,False
2020-02-23,28,80,0,False
2020-03-01,32,43,16,False
2020-03-08,27,40,20,False
2020-03-15,19,54,13,False
2020-03-22,24,43,14,False
2020-03-29,15,36,18,False
2020-04-05,36,86,20,False
2020-04-12,26,56,10,False
2020-04-19,28,78,19,False
2020-04-26,25,71,37,False
2020-05-03,22,57,9,False
2020-05-10,38,67,10,False
2020-05-17,17,65,10,False
2020-05-24,46,49,13,False
2020-05-31,55,52,15,False
2020-06-07,42,37,11,False
