date,Photovoltaik,Gärtner,Garten und Landschaftsbau,isPartial
2018-01-07,48,47,0,False
2018-01-14,17,54,17,False
2018-01-21,33,42,11,False
2018-01-28,33,44,12,False
2018-02-04,38,44,17,False
2018-02-11,34,48,8,False
2018-02-18,42,42,13,False
2018-02-25,25,39,14,False
2018-03-04,38,52,8,False
2018-03-11,28,36,12,False
2018-03-18,25,52,29,False
2018-03-25,36,92,15,False
2018-04-01,28,66,14,False
2018-04-08,14,81,14,False
2018-04-15,35,76,17,False
2018-04-22,13,43,9,False
2018-04-29,35,56,15,False
2018-05-06,21,68,9,False
2018-05-13,12,73,9,False
2018-05-20,21,37,14,False
2018-05-27,26,43,13,False
2018-06-03,30,49,13,False
2018-06-10,22,52,16,False
2018-06-17,14,31,8,False
2018-06-24,17,38,13,False
2018-07-01,35,35,0,False
2018-07-08,36,63,18,False
2018-07-15,38,25,16,False
2018-07-22,20,47,0,False
2018-07-29,44,27,15,False
2018-08-05,52,32,10,False
2018-08-12,29,65,19,False
2018-08-19,32,55,9,False
2018-08-26,18,70,18,False
2018-09-02,29,41,12,False
2018-09-09,23,72,11,False
2018-09-16,26,55,9,False
2018-09-23,35,32,26,False
2018-09-30,75,35,13,False
2018-10-07,51,36,7,False
2018-10-14,20,55,12,False
2018-10-21,21,45,13,False
2018-10-28,29,41,13,False
2018-11-04,55,38,0,False
2018-11-11,34,63,9,False
2018-11-18,22,34,17,False
2018-11-25,45,39,8,False
2018-12-02,25,34,8,False
2018-12-09,32,30,26,False
2018-12-16,23,49,0,False
2018-12-23,17,19,12,False
2018-12-30,15,29,10,False
2019-01-06,19,42,24,False
2019-01-13,55,47,7,False
2019-01-20,28,40,11,False
2019-01-27,68,54,13,False
2019-02-03,28,48,17,False
2019-02-10,27,49,8,False
2019-02-17,33,38,16,False
2019-02-24,33,44,19,False
2019-03-03,47,50,10,False
2019-03-10,11,68,8,False
2019-03-17,28,54,11,False
2019-03-24,25,53,19,False
2019-03-31,25,76,17,False
2019-04-07,56,63,11,False
2019-04-14,41,100,16,False
2019-04-21,28,53,14,False
2019-04-28,54,54,18,False
2019-05-05,14,71,16,False
2019-05-12,22,48,17,False
2019-05-19,39,44,16,False
2019-05-26,26,49,0,False
2019-06-02,41,56,7,False
2019-06-09,17,80,14,False
2019-06-16,45,51,13,False
2019-06-23,35,62,0,False
2019-06-30,32,41,9,False
2019-07-07,43,34,21,False
2019-07-14,26,67,17,False
2019-07-21,52,21,9,False
2019-07-28,29,40,17,False
2019-08-04,56,34,9,False
2019-08-11,31,31,21,False
2019-08-18,22,50,12,False
2019-08-25,42,49,8,False
2019-09-01,42,47,19,False
2019-09-08,28,39,11,False
2019-09-15,49,24,8,False
2019-09-22,60,49,12,False
2019-09-29,32,29,7,False
2019-10-06,41,41,14,False
2019-10-13,33,33,16,False
2019-10-20,26,34,8,False
2019-10-27,42,39,8,False
2019-11-03,43,23,7,False
2019-11-10,32,35,16,False
2019-11-17,37,63,12,False
2019-11-24,26,31,8,False
2019-12-01,41,39,7,False
2019-12-08,23,44,16,False
2019-12-15,14,33,8,False
2019-12-22,24,35,0,False
2019-12-29,28,33,12,False
2020-01-05,41,24,14,False
2020-01-12,40,37,7,False
2020-01-19,36,36,10,False
2020-01-26,23,31,8,False
2020-02-02,32,42,31,False
2020-02-09,48,50,10,False
2020-02-16,41,43,12,False
2020-02-23,41,29,11,False
2020-03-01,33,54,18,False
2020-03-08,48,40,7,False
2020-03-15,21,36,0,False
2020-03-22,27,37,15,False
2020-03-29,12,57,14,False
2020-04-05,34,71,15,False
2020-04-12,37,76,16,False
2020-04-19,27,84,7,False
2020-04-26,19,45,11,False
2020-05-03,42,64,11,False
2020-05-10,26,72,7,False
2020-05-17,40,50,8,False
2020-05-24,18,46,18,False
2020-05-31,57,40,10,False
2020-06-07,52,56,12,False
