date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,23,0,22,0,23,False
2018-01-14,22,0,44,0,0,False
2018-01-21,22,0,22,0,0,False
2018-01-28,22,0,52,0,0,False
2018-02-04,43,0,35,0,21,False
2018-02-11,0,22,23,0,0,False
2018-02-18,35,23,23,0,0,False
2018-02-25,29,0,44,0,0,False
2018-03-04,43,29,0,0,0,False
2018-03-11,44,0,43,22,0,False
2018-03-18,33,0,32,22,22,False
2018-03-25,65,0,22,22,0,False
2018-04-01,32,36,36,0,44,False
2018-04-08,29,22,44,33,0,False
2018-04-15,47,47,24,24,24,False
2018-04-22,50,22,36,22,22,False
2018-04-29,56,63,21,28,21,False
2018-05-06,34,45,22,22,22,False
2018-05-13,88,22,33,22,22,False
2018-05-20,68,38,0,23,23,False
2018-05-27,33,22,45,0,22,False
2018-06-03,96,30,22,44,33,False
2018-06-10,65,21,36,64,32,False
2018-06-17,39,35,59,47,0,False
2018-06-24,39,62,24,47,23,False
2018-07-01,31,38,46,23,0,False
2018-07-08,39,55,24,24,24,False
2018-07-15,48,48,24,56,24,False
2018-07-22,24,48,24,84,0,False
2018-07-29,23,23,23,35,31,False
2018-08-05,35,23,34,23,31,False
2018-08-12,46,54,47,35,0,False
2018-08-19,38,23,34,45,47,False
2018-08-26,45,0,45,23,45,False
2018-09-02,45,23,0,22,23,False
2018-09-09,46,34,34,23,0,False
2018-09-16,37,22,44,45,22,False
2018-09-23,69,23,23,23,0,False
2018-09-30,52,22,0,34,23,False
2018-10-07,53,23,23,90,23,False
2018-10-14,23,34,22,23,23,False
2018-10-21,61,30,23,46,23,False
2018-10-28,42,32,42,21,21,False
2018-11-04,35,21,28,0,0,False
2018-11-11,79,22,43,0,0,False
2018-11-18,42,21,21,21,0,False
2018-11-25,48,31,34,0,20,False
2018-12-02,42,41,51,51,21,False
2018-12-09,42,32,28,21,21,False
2018-12-16,36,0,36,0,22,False
2018-12-23,60,0,56,0,23,False
2018-12-30,67,0,0,0,44,False
2019-01-06,75,20,31,62,20,False
2019-01-13,84,41,21,0,0,False
2019-01-20,46,20,20,20,20,False
2019-01-27,38,32,19,29,29,False
2019-02-03,33,20,69,20,20,False
2019-02-10,64,43,53,21,21,False
2019-02-17,52,34,22,0,22,False
2019-02-24,35,42,42,0,35,False
2019-03-03,41,27,41,20,0,False
2019-03-10,42,21,42,21,21,False
2019-03-17,43,65,21,22,0,False
2019-03-24,29,43,36,43,0,False
2019-03-31,28,62,42,21,21,False
2019-04-07,72,22,0,44,21,False
2019-04-14,52,30,22,0,33,False
2019-04-21,85,28,42,21,0,False
2019-04-28,81,20,40,20,30,False
2019-05-05,60,30,20,0,40,False
2019-05-12,31,52,0,21,21,False
2019-05-19,30,54,40,20,0,False
2019-05-26,42,96,35,21,21,False
2019-06-02,49,39,45,19,0,False
2019-06-09,50,33,39,39,26,False
2019-06-16,63,35,42,31,0,False
2019-06-23,42,74,56,21,35,False
2019-06-30,41,27,61,41,41,False
2019-07-07,21,21,31,62,31,False
2019-07-14,29,43,32,22,21,False
2019-07-21,29,33,44,0,0,False
2019-07-28,44,51,22,22,22,False
2019-08-04,36,33,65,33,43,False
2019-08-11,41,21,21,0,42,False
2019-08-18,35,0,21,0,31,False
2019-08-25,91,41,47,20,20,False
2019-09-01,100,20,27,0,40,False
2019-09-08,34,0,20,21,0,False
2019-09-15,50,20,81,0,20,False
2019-09-22,47,38,19,19,28,False
2019-09-29,69,19,38,19,44,False
2019-10-06,48,39,39,20,39,False
2019-10-13,52,19,39,0,0,False
2019-10-20,19,19,29,39,19,False
2019-10-27,62,37,19,18,0,False
2019-11-03,37,18,25,0,28,False
2019-11-10,19,0,46,0,0,False
2019-11-17,63,19,19,19,38,False
2019-11-24,36,0,27,18,18,False
2019-12-01,25,37,47,19,25,False
2019-12-08,55,0,27,37,18,False
2019-12-15,19,37,18,0,19,False
2019-12-22,39,19,29,19,19,False
2019-12-29,38,29,19,0,0,False
2020-01-05,30,27,24,0,18,False
2020-01-12,24,30,24,18,18,False
2020-01-19,37,18,68,19,37,False
2020-01-26,47,18,24,18,18,False
2020-02-02,42,37,24,30,18,False
2020-02-09,45,0,0,18,18,False
2020-02-16,36,18,54,18,27,False
2020-02-23,35,18,35,18,18,False
2020-03-01,35,29,41,18,29,False
2020-03-08,34,26,52,26,17,False
2020-03-15,26,31,16,0,16,False
2020-03-22,38,31,15,15,0,False
2020-03-29,38,23,46,15,15,False
2020-04-05,31,51,26,23,23,False
2020-04-12,31,54,23,0,23,False
2020-04-19,31,23,15,0,23,False
2020-04-26,39,34,29,14,22,False
2020-05-03,35,30,45,15,15,False
2020-05-10,0,40,39,21,32,False
2020-05-17,26,46,34,34,46,False
2020-05-24,39,62,45,34,50,False
2020-05-31,47,55,37,32,16,False
2020-06-07,32,38,43,0,24,False
2020-06-14,75,76,50,38,76,True
