date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste,isPartial
2018-01-07,70,0,35,0,20,False
2018-01-14,35,0,26,0,19,False
2018-01-21,39,13,30,0,13,False
2018-01-28,48,13,17,0,13,False
2018-02-04,60,13,13,0,13,False
2018-02-11,53,13,18,13,0,False
2018-02-18,48,0,40,13,0,False
2018-02-25,27,13,22,13,0,False
2018-03-04,94,14,20,13,0,False
2018-03-11,96,26,22,13,13,False
2018-03-18,49,27,31,20,0,False
2018-03-25,94,18,22,13,13,False
2018-04-01,27,46,18,20,0,False
2018-04-08,63,40,20,13,13,False
2018-04-15,46,28,49,18,14,False
2018-04-22,64,46,23,14,55,False
2018-04-29,61,47,57,0,19,False
2018-05-06,51,28,46,14,18,False
2018-05-13,57,31,35,0,20,False
2018-05-20,89,27,27,13,40,False
2018-05-27,74,22,26,0,26,False
2018-06-03,44,49,18,13,26,False
2018-06-10,69,26,39,13,13,False
2018-06-17,40,44,35,0,46,False
2018-06-24,27,22,27,13,13,False
2018-07-01,31,36,54,27,0,False
2018-07-08,61,33,28,14,28,False
2018-07-15,55,30,40,29,0,False
2018-07-22,44,59,44,15,22,False
2018-07-29,65,35,30,15,35,False
2018-08-05,31,38,15,15,15,False
2018-08-12,46,38,25,15,15,False
2018-08-19,48,14,14,0,21,False
2018-08-26,56,14,37,21,21,False
2018-09-02,78,14,14,0,41,False
2018-09-09,55,27,14,0,14,False
2018-09-16,41,27,27,0,14,False
2018-09-23,100,14,14,0,14,False
2018-09-30,68,14,27,13,0,False
2018-10-07,32,14,49,0,28,False
2018-10-14,38,14,42,14,0,False
2018-10-21,61,14,38,14,0,False
2018-10-28,21,14,27,13,14,False
2018-11-04,57,13,22,13,13,False
2018-11-11,44,0,46,0,0,False
2018-11-18,27,12,20,0,12,False
2018-11-25,43,0,27,0,12,False
2018-12-02,34,0,17,11,0,False
2018-12-09,45,11,26,11,0,False
2018-12-16,23,0,23,11,11,False
2018-12-23,28,0,36,0,12,False
2018-12-30,46,0,34,11,11,False
2019-01-06,42,11,28,11,23,False
2019-01-13,34,12,19,23,11,False
2019-01-20,52,11,34,0,11,False
2019-01-27,56,34,51,0,11,False
2019-02-03,45,0,34,0,28,False
2019-02-10,24,16,29,0,12,False
2019-02-17,93,27,36,20,0,False
2019-02-24,60,12,44,36,12,False
2019-03-03,82,19,34,11,11,False
2019-03-10,26,11,68,22,17,False
2019-03-17,67,16,35,12,12,False
2019-03-24,55,58,43,12,12,False
2019-03-31,73,43,19,27,17,False
2019-04-07,92,23,23,17,0,False
2019-04-14,64,25,51,34,13,False
2019-04-21,43,43,35,12,17,False
2019-04-28,49,23,28,17,11,False
2019-05-05,49,19,49,11,11,False
2019-05-12,96,23,39,12,12,False
2019-05-19,72,11,30,11,23,False
2019-05-26,48,28,44,12,16,False
2019-06-02,50,25,25,0,19,False
2019-06-09,59,31,28,27,18,False
2019-06-16,43,54,19,12,17,False
2019-06-23,54,50,62,15,31,False
2019-06-30,46,53,34,17,34,False
2019-07-07,42,30,53,11,45,False
2019-07-14,35,30,47,20,20,False
2019-07-21,33,13,46,13,39,False
2019-07-28,48,26,31,13,13,False
2019-08-04,31,27,23,11,28,False
2019-08-11,38,17,41,10,15,False
2019-08-18,33,20,15,10,15,False
2019-08-25,30,23,17,10,26,False
2019-09-01,47,33,22,16,16,False
2019-09-08,83,11,28,11,17,False
2019-09-15,49,11,26,0,22,False
2019-09-22,54,22,22,11,11,False
2019-09-29,42,10,52,0,11,False
2019-10-06,63,11,35,10,10,False
2019-10-13,39,11,36,11,21,False
2019-10-20,25,11,29,11,11,False
2019-10-27,31,0,24,0,10,False
2019-11-03,31,15,10,10,0,False
2019-11-10,29,0,48,11,0,False
2019-11-17,56,11,49,0,10,False
2019-11-24,33,10,23,10,20,False
2019-12-01,26,0,40,11,11,False
2019-12-08,31,0,24,0,0,False
2019-12-15,24,21,26,0,0,False
2019-12-22,28,0,21,10,0,False
2019-12-29,25,0,39,10,10,False
2020-01-05,35,10,35,19,9,False
2020-01-12,43,10,45,10,20,False
2020-01-19,72,26,31,10,10,False
2020-01-26,56,20,30,10,10,False
2020-02-02,71,61,27,10,10,False
2020-02-09,40,20,27,20,20,False
2020-02-16,41,20,38,10,20,False
2020-02-23,76,10,26,13,15,False
2020-03-01,79,10,38,19,9,False
2020-03-08,43,13,30,10,10,False
2020-03-15,39,23,23,10,10,False
2020-03-22,44,16,19,9,19,False
2020-03-29,45,19,26,9,10,False
2020-04-05,49,78,42,26,19,False
2020-04-12,71,32,39,32,26,False
2020-04-19,61,52,26,32,35,False
2020-04-26,84,40,45,27,18,False
2020-05-03,93,28,31,55,22,False
2020-05-10,60,54,35,14,25,False
2020-05-17,77,67,47,30,20,False
2020-05-24,63,43,53,45,33,False
2020-05-31,85,47,38,37,31,False
2020-06-07,60,32,32,19,23,False
2020-06-14,59,55,29,55,0,True
