,geoName,psychologie clinique
3,Brittany,100.0
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,83.33333333333334
18,Provence-Alpes-Côte d'Azur,87.77777777777777
21,Île-de-France,58.88888888888889
22,Grand-est,0.0
23,Hauts-de-france,88.88888888888889
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,19.25925925925926
27,Occitanie,81.11111111111111
28,Auvergne-Rhône-Alpes,20.0
