date,Steinmetz,isPartial
2018-01-07,75,False
2018-01-14,79,False
2018-01-21,67,False
2018-01-28,65,False
2018-02-04,63,False
2018-02-11,71,False
2018-02-18,80,False
2018-02-25,64,False
2018-03-04,83,False
2018-03-11,92,False
2018-03-18,82,False
2018-03-25,79,False
2018-04-01,87,False
2018-04-08,90,False
2018-04-15,79,False
2018-04-22,82,False
2018-04-29,85,False
2018-05-06,78,False
2018-05-13,82,False
2018-05-20,79,False
2018-05-27,74,False
2018-06-03,78,False
2018-06-10,91,False
2018-06-17,84,False
2018-06-24,77,False
2018-07-01,87,False
2018-07-08,97,False
2018-07-15,84,False
2018-07-22,71,False
2018-07-29,78,False
2018-08-05,80,False
2018-08-12,91,False
2018-08-19,80,False
2018-08-26,84,False
2018-09-02,89,False
2018-09-09,94,False
2018-09-16,79,False
2018-09-23,75,False
2018-09-30,79,False
2018-10-07,85,False
2018-10-14,84,False
2018-10-21,80,False
2018-10-28,68,False
2018-11-04,73,False
2018-11-11,68,False
2018-11-18,73,False
2018-11-25,67,False
2018-12-02,63,False
2018-12-09,59,False
2018-12-16,58,False
2018-12-23,32,False
2018-12-30,56,False
2019-01-06,69,False
2019-01-13,76,False
2019-01-20,61,False
2019-01-27,74,False
2019-02-03,75,False
2019-02-10,68,False
2019-02-17,74,False
2019-02-24,91,False
2019-03-03,75,False
2019-03-10,77,False
2019-03-17,92,False
2019-03-24,87,False
2019-03-31,82,False
2019-04-07,98,False
2019-04-14,89,False
2019-04-21,84,False
2019-04-28,75,False
2019-05-05,87,False
2019-05-12,83,False
2019-05-19,79,False
2019-05-26,64,False
2019-06-02,87,False
2019-06-09,68,False
2019-06-16,72,False
2019-06-23,84,False
2019-06-30,72,False
2019-07-07,85,False
2019-07-14,78,False
2019-07-21,67,False
2019-07-28,79,False
2019-08-04,71,False
2019-08-11,70,False
2019-08-18,82,False
2019-08-25,81,False
2019-09-01,80,False
2019-09-08,98,False
2019-09-15,85,False
2019-09-22,78,False
2019-09-29,73,False
2019-10-06,85,False
2019-10-13,80,False
2019-10-20,80,False
2019-10-27,73,False
2019-11-03,83,False
2019-11-10,72,False
2019-11-17,71,False
2019-11-24,59,False
2019-12-01,53,False
2019-12-08,64,False
2019-12-15,66,False
2019-12-22,44,False
2019-12-29,51,False
2020-01-05,65,False
2020-01-12,76,False
2020-01-19,79,False
2020-01-26,73,False
2020-02-02,74,False
2020-02-09,69,False
2020-02-16,69,False
2020-02-23,70,False
2020-03-01,82,False
2020-03-08,72,False
2020-03-15,58,False
2020-03-22,60,False
2020-03-29,71,False
2020-04-05,61,False
2020-04-12,74,False
2020-04-19,88,False
2020-04-26,74,False
2020-05-03,100,False
2020-05-10,90,False
