date,torta compleanno,isPartial
2018-01-07,56,False
2018-01-14,58,False
2018-01-21,75,False
2018-01-28,73,False
2018-02-04,55,False
2018-02-11,50,False
2018-02-18,43,False
2018-02-25,51,False
2018-03-04,60,False
2018-03-11,60,False
2018-03-18,41,False
2018-03-25,40,False
2018-04-01,66,False
2018-04-08,43,False
2018-04-15,43,False
2018-04-22,61,False
2018-04-29,55,False
2018-05-06,37,False
2018-05-13,33,False
2018-05-20,58,False
2018-05-27,40,False
2018-06-03,53,False
2018-06-10,37,False
2018-06-17,38,False
2018-06-24,78,False
2018-07-01,51,False
2018-07-08,42,False
2018-07-15,37,False
2018-07-22,77,False
2018-07-29,27,False
2018-08-05,53,False
2018-08-12,23,False
2018-08-19,46,False
2018-08-26,66,False
2018-09-02,73,False
2018-09-09,41,False
2018-09-16,61,False
2018-09-23,57,False
2018-09-30,57,False
2018-10-07,85,False
2018-10-14,66,False
2018-10-21,51,False
2018-10-28,79,False
2018-11-04,42,False
2018-11-11,66,False
2018-11-18,26,False
2018-11-25,36,False
2018-12-02,38,False
2018-12-09,27,False
2018-12-16,34,False
2018-12-23,39,False
2018-12-30,54,False
2019-01-06,45,False
2019-01-13,87,False
2019-01-20,44,False
2019-01-27,72,False
2019-02-03,48,False
2019-02-10,62,False
2019-02-17,76,False
2019-02-24,77,False
2019-03-03,48,False
2019-03-10,67,False
2019-03-17,51,False
2019-03-24,32,False
2019-03-31,66,False
2019-04-07,41,False
2019-04-14,47,False
2019-04-21,50,False
2019-04-28,62,False
2019-05-05,40,False
2019-05-12,68,False
2019-05-19,54,False
2019-05-26,53,False
2019-06-02,45,False
2019-06-09,54,False
2019-06-16,29,False
2019-06-23,34,False
2019-06-30,28,False
2019-07-07,50,False
2019-07-14,47,False
2019-07-21,45,False
2019-07-28,62,False
2019-08-04,67,False
2019-08-11,19,False
2019-08-18,43,False
2019-08-25,73,False
2019-09-01,47,False
2019-09-08,73,False
2019-09-15,53,False
2019-09-22,37,False
2019-09-29,60,False
2019-10-06,64,False
2019-10-13,46,False
2019-10-20,53,False
2019-10-27,35,False
2019-11-03,55,False
2019-11-10,50,False
2019-11-17,66,False
2019-11-24,35,False
2019-12-01,39,False
2019-12-08,49,False
2019-12-15,40,False
2019-12-22,23,False
2019-12-29,44,False
2020-01-05,38,False
2020-01-12,60,False
2020-01-19,55,False
2020-01-26,45,False
2020-02-02,52,False
2020-02-09,52,False
2020-02-16,63,False
2020-02-23,32,False
2020-03-01,42,False
2020-03-08,53,False
2020-03-15,52,False
2020-03-22,55,False
2020-03-29,85,False
2020-04-05,100,False
2020-04-12,97,False
2020-04-19,80,False
2020-04-26,80,True
