date,compleanno,isPartial
2018-01-07,100,False
2018-01-14,90,False
2018-01-21,90,False
2018-01-28,89,False
2018-02-04,90,False
2018-02-11,84,False
2018-02-18,86,False
2018-02-25,89,False
2018-03-04,94,False
2018-03-11,86,False
2018-03-18,84,False
2018-03-25,77,False
2018-04-01,76,False
2018-04-08,90,False
2018-04-15,85,False
2018-04-22,80,False
2018-04-29,77,False
2018-05-06,79,False
2018-05-13,79,False
2018-05-20,82,False
2018-05-27,78,False
2018-06-03,76,False
2018-06-10,85,False
2018-06-17,72,False
2018-06-24,91,False
2018-07-01,85,False
2018-07-08,89,False
2018-07-15,87,False
2018-07-22,91,False
2018-07-29,80,False
2018-08-05,82,False
2018-08-12,70,False
2018-08-19,76,False
2018-08-26,83,False
2018-09-02,89,False
2018-09-09,86,False
2018-09-16,86,False
2018-09-23,88,False
2018-09-30,81,False
2018-10-07,80,False
2018-10-14,81,False
2018-10-21,91,False
2018-10-28,75,False
2018-11-04,83,False
2018-11-11,74,False
2018-11-18,83,False
2018-11-25,74,False
2018-12-02,68,False
2018-12-09,67,False
2018-12-16,70,False
2018-12-23,55,False
2018-12-30,78,False
2019-01-06,80,False
2019-01-13,78,False
2019-01-20,76,False
2019-01-27,75,False
2019-02-03,80,False
2019-02-10,76,False
2019-02-17,83,False
2019-02-24,82,False
2019-03-03,82,False
2019-03-10,78,False
2019-03-17,80,False
2019-03-24,76,False
2019-03-31,75,False
2019-04-07,78,False
2019-04-14,64,False
2019-04-21,64,False
2019-04-28,70,False
2019-05-05,79,False
2019-05-12,78,False
2019-05-19,76,False
2019-05-26,81,False
2019-06-02,78,False
2019-06-09,71,False
2019-06-16,82,False
2019-06-23,74,False
2019-06-30,78,False
2019-07-07,78,False
2019-07-14,73,False
2019-07-21,85,False
2019-07-28,77,False
2019-08-04,86,False
2019-08-11,70,False
2019-08-18,65,False
2019-08-25,75,False
2019-09-01,74,False
2019-09-08,77,False
2019-09-15,81,False
2019-09-22,81,False
2019-09-29,74,False
2019-10-06,76,False
2019-10-13,76,False
2019-10-20,73,False
2019-10-27,72,False
2019-11-03,73,False
2019-11-10,76,False
2019-11-17,76,False
2019-11-24,64,False
2019-12-01,74,False
2019-12-08,61,False
2019-12-15,57,False
2019-12-22,56,False
2019-12-29,62,False
2020-01-05,79,False
2020-01-12,88,False
2020-01-19,66,False
2020-01-26,70,False
2020-02-02,76,False
2020-02-09,79,False
2020-02-16,75,False
2020-02-23,65,False
2020-03-01,68,False
2020-03-08,45,False
2020-03-15,57,False
2020-03-22,60,False
2020-03-29,71,False
2020-04-05,70,False
2020-04-12,80,False
2020-04-19,79,False
2020-04-26,68,True
