,geoName,Montage vidéo
3,Brittany,88.76404494382022
5,Centre-Val de Loire,78.65168539325843
7,Corsica,0.0
15,Pays de la Loire,78.65168539325843
18,Provence-Alpes-Côte d'Azur,70.78651685393258
21,Île-de-France,59.55056179775281
22,Grand-est,72.65917602996255
23,Hauts-de-france,79.21348314606742
24,Normandie,75.84269662921348
25,Bourgogne-Franche-Comté,55.0561797752809
26,Nouvelle-Aquitaine,80.14981273408239
27,Occitanie,67.97752808988764
28,Auvergne-Rhône-Alpes,100.0
