date,climatiseur split
2018-01-07,0.055248618784530384
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.32044198895027626
2018-02-04,0.11049723756906077
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.055248618784530384
2018-03-04,0.055248618784530384
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.06077348066298342
2018-04-01,0.0
2018-04-08,0.06077348066298342
2018-04-15,0.11049723756906077
2018-04-22,0.06077348066298342
2018-04-29,0.06077348066298342
2018-05-06,0.40331491712707185
2018-05-13,0.17679558011049723
2018-05-20,0.08839779005524862
2018-05-27,0.36464088397790057
2018-06-03,0.3425414364640884
2018-06-10,0.055248618784530384
2018-06-17,0.06077348066298342
2018-06-24,0.44751381215469616
2018-07-01,0.2154696132596685
2018-07-08,0.08287292817679558
2018-07-15,0.06077348066298342
2018-07-22,0.10497237569060773
2018-07-29,0.32044198895027626
2018-08-05,0.3259668508287293
2018-08-12,0.06629834254143646
2018-08-19,0.425414364640884
2018-08-26,0.06077348066298342
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.12154696132596685
2018-09-23,0.06077348066298342
2018-09-30,0.14917127071823205
2018-10-07,0.06077348066298342
2018-10-14,0.06077348066298342
2018-10-21,0.0
2018-10-28,0.06077348066298342
2018-11-04,0.06077348066298342
2018-11-11,0.06077348066298342
2018-11-18,0.055248618784530384
2018-11-25,0.06077348066298342
2018-12-02,0.06077348066298342
2018-12-09,0.06077348066298342
2018-12-16,0.0
2018-12-23,0.06629834254143646
2018-12-30,0.0
2019-01-06,0.32044198895027626
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.055248618784530384
2019-02-03,0.11049723756906077
2019-02-10,0.055248618784530384
2019-02-17,0.06077348066298342
2019-02-24,0.11602209944751381
2019-03-03,0.08287292817679558
2019-03-10,0.11049723756906077
2019-03-17,0.06077348066298342
2019-03-24,0.07734806629834254
2019-03-31,0.055248618784530384
2019-04-07,0.055248618784530384
2019-04-14,0.0
2019-04-21,0.0718232044198895
2019-04-28,0.0
2019-05-05,0.055248618784530384
2019-05-12,0.055248618784530384
2019-05-19,0.08287292817679558
2019-05-26,0.4530386740331492
2019-06-02,0.3425414364640884
2019-06-09,0.049723756906077346
2019-06-16,0.22099447513812154
2019-06-23,1.0
2019-06-30,0.9502762430939227
2019-07-07,0.10497237569060773
2019-07-14,0.3370165745856354
2019-07-21,0.6464088397790055
2019-07-28,0.055248618784530384
2019-08-04,0.35911602209944754
2019-08-11,0.06077348066298342
2019-08-18,0.06077348066298342
2019-08-25,0.07734806629834254
2019-09-01,0.049723756906077346
2019-09-08,0.055248618784530384
2019-09-15,0.0
2019-09-22,0.10497237569060773
2019-09-29,0.055248618784530384
2019-10-06,0.08287292817679558
2019-10-13,0.10497237569060773
2019-10-20,0.0
2019-10-27,0.07734806629834254
2019-11-03,0.0
2019-11-10,0.049723756906077346
2019-11-17,0.049723756906077346
2019-11-24,0.0
2019-12-01,0.049723756906077346
2019-12-08,0.049723756906077346
2019-12-15,0.049723756906077346
2019-12-22,0.055248618784530384
2019-12-29,0.049723756906077346
2020-01-05,0.049723756906077346
2020-01-12,0.06629834254143646
2020-01-19,0.06629834254143646
2020-01-26,0.06077348066298342
2020-02-02,0.09392265193370165
2020-02-09,0.09392265193370165
2020-02-16,0.30386740331491713
2020-02-23,0.09392265193370165
2020-03-01,0.04419889502762431
2020-03-08,0.22099447513812154
2020-03-15,0.0
2020-03-22,0.04419889502762431
2020-03-29,0.23204419889502761
2020-04-05,0.30939226519337015
2020-04-12,0.0718232044198895
2020-04-19,0.2596685082872928
2020-04-26,0.26519337016574585
2020-05-03,0.4861878453038674
2020-05-10,0.09944751381215469
2020-05-17,0.2154696132596685
