date,aménagement paysager
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.4012738853503185
2018-01-28,0.3057324840764331
2018-02-04,0.0
2018-02-11,0.29936305732484075
2018-02-18,0.0
2018-02-25,0.7133757961783439
2018-03-04,0.4140127388535032
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.0
2018-04-01,0.31210191082802546
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.4267515923566879
2018-04-29,0.3248407643312102
2018-05-06,0.4267515923566879
2018-05-13,0.4713375796178344
2018-05-20,0.732484076433121
2018-05-27,0.0
2018-06-03,0.40764331210191085
2018-06-10,0.0
2018-06-17,0.40764331210191085
2018-06-24,0.7261146496815286
2018-07-01,0.732484076433121
2018-07-08,0.7579617834394905
2018-07-15,0.3503184713375796
2018-07-22,0.3503184713375796
2018-07-29,0.0
2018-08-05,0.0
2018-08-12,0.46496815286624205
2018-08-19,0.0
2018-08-26,0.33121019108280253
2018-09-02,0.42038216560509556
2018-09-09,0.7579617834394905
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.0
2018-10-14,0.7707006369426752
2018-10-21,0.3375796178343949
2018-10-28,0.42038216560509556
2018-11-04,0.0
2018-11-11,0.4012738853503185
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.37579617834394907
2018-12-30,0.0
2019-01-06,0.6624203821656051
2019-01-13,0.31210191082802546
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.34394904458598724
2019-02-10,1.0
2019-02-17,0.3184713375796178
2019-02-24,0.6815286624203821
2019-03-03,0.0
2019-03-10,0.6496815286624203
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,0.0
2019-04-07,0.35668789808917195
2019-04-14,0.0
2019-04-21,0.31210191082802546
2019-04-28,0.6560509554140127
2019-05-05,0.9426751592356688
2019-05-12,0.6624203821656051
2019-05-19,0.34394904458598724
2019-05-26,0.36942675159235666
2019-06-02,0.29936305732484075
2019-06-09,0.0
2019-06-16,0.35668789808917195
2019-06-23,0.3184713375796178
2019-06-30,0.3503184713375796
2019-07-07,0.3503184713375796
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.4012738853503185
2019-08-04,0.6942675159235668
2019-08-11,0.0
2019-08-18,0.3057324840764331
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.3057324840764331
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.5796178343949044
2019-10-06,0.2802547770700637
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.3184713375796178
2019-11-10,0.2802547770700637
2019-11-17,0.2802547770700637
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.3184713375796178
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.2802547770700637
2020-01-05,0.267515923566879
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.39490445859872614
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.6369426751592356
2020-02-23,0.2611464968152866
2020-03-01,0.6687898089171974
2020-03-08,0.3057324840764331
2020-03-15,0.3057324840764331
2020-03-22,0.28662420382165604
2020-03-29,0.2929936305732484
2020-04-05,0.0
2020-04-12,0.445859872611465
2020-04-19,0.2229299363057325
2020-04-26,0.47770700636942676
2020-05-03,0.5732484076433121
2020-05-10,0.2229299363057325
2020-05-17,0.0
2020-05-24,0.535031847133758
2020-05-31,0.2229299363057325
2020-06-07,0.2929936305732484
2020-06-14,0.535031847133758
2020-06-21,0.0
