geoName,geoCode,aménagement paysager
Brittany,FR-E,100.0
Centre-Val de Loire,FR-F,50.98039215686274
Corsica,FR-H,0.0
Pays de la Loire,FR-R,66.66666666666666
Provence-Alpes-Côte d'Azur,FR-U,31.372549019607842
Île-de-France,FR-J,23.52941176470588
Grand-est,FR-GE,23.52941176470588
Hauts-de-france,FR-HF,16.666666666666664
Normandie,FR-NO,0.0
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,92.81045751633987
Occitanie,FR-OC,32.35294117647059
Auvergne-Rhône-Alpes,FR-AR,23.52941176470588
