Year,ticket_geo_region_name,Type,sub_type,Percentage
2019,Corse,Temps libre,Coach sportif,0.34
2019,Corse,Intérieur,Installation de climatisation,1
2019,Corse,Extérieur,Installation de panneaux solaires,0.34
2019,France,Budget,Installation de piscines,0.2
2019,France,Temps libre,Coach sportif,0.28
2019,France,Intérieur,Installation de moustiquaire,0.25
2019,France,Extérieur,Paysagisme,0.33
2019,Grand-Est,Budget,Installation de panneaux solaires,0.2
2019,Grand-Est,Temps libre,Coach sportif,0.24
2019,Grand-Est,Intérieur,Installation de climatisation,0.34
2019,Grand-Est,Extérieur,Paysagisme,0.31
2019,Hauts-de-France,Budget,Installation de piscines,0.19
2019,Hauts-de-France,Temps libre,Coach sportif,0.26
2019,Hauts-de-France,Intérieur,Installation de moustiquaire,0.36
2019,Hauts-de-France,Extérieur,Installation de panneaux solaires,0.34
2019,Normandie,Budget,Installation de panneaux solaires,0.2
2019,Normandie,Temps libre,Cours de jardinage,0.27
2019,Normandie,Intérieur,Rénovation d'intérieur,0.49
2019,Normandie,Extérieur,Paysagisme,0.31
2019,Nouvelle-Aquitaine,Budget,Installation de piscines,0.21
2019,Nouvelle-Aquitaine,Temps libre,Cours de jardinage,0.3
2019,Nouvelle-Aquitaine,Intérieur,Rénovation d'intérieur,0.28
2019,Nouvelle-Aquitaine,Extérieur,Paysagisme,0.29
2019,Occitanie,Budget,Installation de panneaux solaires,0.17
2019,Occitanie,Temps libre,Cours de jardinage,0.27
2019,Occitanie,Intérieur,Installation de climatisation,0.27
2019,Occitanie,Extérieur,Installation de panneaux solaires,0.32
2019,Pays de la Loire,Budget,Installation de piscines,0.21
2019,Pays de la Loire,Temps libre,Cours de jardinage,0.32
2019,Pays de la Loire,Intérieur,Peintre d'intérieur,0.28
2019,Pays de la Loire,Extérieur,Paysagisme,0.4
2019,Provence-Alpes-Côte d'Azur,Budget,Installation de panneaux solaires,0.22
2019,Provence-Alpes-Côte d'Azur,Temps libre,Coach sportif,0.29
2019,Provence-Alpes-Côte d'Azur,Intérieur,Installation de climatisation,0.33
2019,Provence-Alpes-Côte d'Azur,Extérieur,Installation de panneaux solaires,0.29
2019,Île-de-France,Budget,Coach sportif,0.17
2019,Île-de-France,Temps libre,Coach sportif,0.32
2019,Île-de-France,Intérieur,Installation de moustiquaire,0.28
2019,Île-de-France,Extérieur,Paysagisme,0.36
2020,Auvergne-Rhône-Alpes,Budget,Installation de piscines,0.3
2020,Auvergne-Rhône-Alpes,Temps libre,Cours de jardinage,0.47
2020,Auvergne-Rhône-Alpes,Intérieur,Installation de climatisation,0.32
2020,Auvergne-Rhône-Alpes,Extérieur,Paysagisme,0.3
2020,Bourgogne-Franche-Comté,Budget,Installation de piscines,0.3
2020,Bourgogne-Franche-Comté,Temps libre,Cours de jardinage,0.43
2020,Bourgogne-Franche-Comté,Intérieur,Installation de climatisation,0.46
2020,Bourgogne-Franche-Comté,Extérieur,Paysagisme,0.3
2020,Bretagne,Budget,Installation de piscines,0.22
2020,Bretagne,Temps libre,Cours de jardinage,0.36
2020,Bretagne,Intérieur,reparation volet,0.34
2020,Bretagne,Extérieur,Paysagisme,0.42
2020,Centre-Val de Loire,Budget,Installation de piscines,0.29
2020,Centre-Val de Loire,Temps libre,Cours de jardinage,0.43
2020,Centre-Val de Loire,Intérieur,Installation de climatisation,0.34
2020,Centre-Val de Loire,Extérieur,Paysagisme,0.3
2020,Corse,Budget,Installation de panneaux solaires,0.34
2020,Corse,Temps libre,Cours de jardinage,0.37
2020,Corse,Intérieur,Installation de climatisation,1
2020,Corse,Extérieur,Installation de panneaux solaires,0.3
2020,France,Budget,Installation de piscines,0.29
2020,France,Temps libre,Cours de jardinage,0.36
2020,France,Intérieur,Installation de moustiquaire,0.29
2020,France,Extérieur,Paysagisme,0.3
2020,Grand-Est,Budget,Installation de piscines,0.29
2020,Grand-Est,Temps libre,Cours de jardinage,0.34
2020,Grand-Est,Intérieur,Installation de climatisation,0.34
2020,Grand-Est,Extérieur,Paysagisme,0.3
2020,Hauts-de-France,Budget,Installation de piscines,0.23
2020,Hauts-de-France,Temps libre,Cours de jardinage,0.31
2020,Hauts-de-France,Intérieur,Installation de moustiquaire,0.34
2020,Hauts-de-France,Extérieur,store banne,0.31
2020,Normandie,Budget,Installation de piscines,0.22
2020,Normandie,Temps libre,Cours de jardinage,0.37
2020,Normandie,Intérieur,Installation de moustiquaire,0.4
2020,Normandie,Extérieur,Paysagisme,0.28
2020,Nouvelle-Aquitaine,Budget,Installation de piscines,0.25
2020,Nouvelle-Aquitaine,Temps libre,Cours de jardinage,0.41
2020,Nouvelle-Aquitaine,Intérieur,Installation de climatisation,0.25
2020,Nouvelle-Aquitaine,Extérieur,Paysagisme,0.27
2020,Occitanie,Budget,Installation de piscines,0.17
2020,Occitanie,Temps libre,Cours de jardinage,0.37
2020,Occitanie,Intérieur,Installation de climatisation,0.31
2020,Occitanie,Extérieur,Installation de panneaux solaires,0.27
2020,Pays de la Loire,Budget,Installation de piscines,0.3
2020,Pays de la Loire,Temps libre,Cours de jardinage,0.44
2020,Pays de la Loire,Intérieur,Rénovation d'intérieur,0.23
2020,Pays de la Loire,Extérieur,Paysagisme,0.37
2020,Provence-Alpes-Côte d'Azur,Budget,Installation de panneaux solaires,0.19
2020,Provence-Alpes-Côte d'Azur,Temps libre,Coach sportif,0.29
2020,Provence-Alpes-Côte d'Azur,Intérieur,Installation de moustiquaire,0.37
2020,Provence-Alpes-Côte d'Azur,Extérieur,Gazon synthétique,0.28
2020,Île-de-France,Budget,Installation de piscines,0.18
2020,Île-de-France,Temps libre,Coach sportif,0.35
2020,Île-de-France,Intérieur,Rénovation d'intérieur,0.28
2020,Île-de-France,Extérieur,Paysagisme,0.31
