Year,ticket_geo_region_name,Type,sub_type,Percentage
2018,Auvergne-Rhône-Alpes,Budget,Installation de piscines,0.26
2018,Auvergne-Rhône-Alpes,Temps libre,Cours de jardinage,0.3
2018,Auvergne-Rhône-Alpes,Intérieur,Rénovation d'intérieur,0.32
2018,Auvergne-Rhône-Alpes,Extérieur,Paysagisme,0.33
2018,Bourgogne-Franche-Comté,Budget,Installation de piscines,0.29
2018,Bourgogne-Franche-Comté,Temps libre,Cours de jardinage,0.29
2018,Bourgogne-Franche-Comté,Intérieur,Installation de moustiquaire,0.44
2018,Bourgogne-Franche-Comté,Extérieur,Paysagisme,0.31
2018,Bretagne,Budget,Installation de piscines,0.15
2018,Bretagne,Temps libre,Cours de jardinage,0.23
2018,Bretagne,Intérieur,Peintre d'intérieur,0.34
2018,Bretagne,Extérieur,Paysagisme,0.48
2018,Centre-Val de Loire,Budget,Installation de piscines,0.22
2018,Centre-Val de Loire,Temps libre,Cours de jardinage,0.27
2018,Centre-Val de Loire,Intérieur,Peintre d'intérieur,0.35
2018,Centre-Val de Loire,Extérieur,Paysagisme,0.31
2018,Corse,Budget,Installation de climatisation,0.25
2018,Corse,Temps libre,Coach sportif,0.32
2018,Corse,Intérieur,Installation de climatisation,1
2018,Corse,Extérieur,Installation de panneaux solaires,0.33
2018,France,Budget,Installation de piscines,0.21
2018,France,Temps libre,Coach sportif,0.28
2018,France,Intérieur,Installation de moustiquaire,0.29
2018,France,Extérieur,Paysagisme,0.35
2018,Grand-Est,Budget,Installation de piscines,0.23
2018,Grand-Est,Temps libre,Coach sportif,0.27
2018,Grand-Est,Intérieur,Installation de moustiquaire,0.3
2018,Grand-Est,Extérieur,Paysagisme,0.34
2018,Hauts-de-France,Budget,Installation de piscines,0.16
2018,Hauts-de-France,Temps libre,Coach sportif,0.25
2018,Hauts-de-France,Intérieur,Installation de moustiquaire,0.34
2018,Hauts-de-France,Extérieur,Installation de panneaux solaires,0.32
2018,Normandie,Budget,Installation de panneaux solaires,0.21
2018,Normandie,Temps libre,Cours de jardinage,0.26
2018,Normandie,Intérieur,Rénovation d'intérieur,0.42
2018,Normandie,Extérieur,Paysagisme,0.32
2018,Nouvelle-Aquitaine,Budget,Installation de piscines,0.22
2018,Nouvelle-Aquitaine,Temps libre,Cours de jardinage,0.3
2018,Nouvelle-Aquitaine,Intérieur,Rénovation d'intérieur,0.28
2018,Nouvelle-Aquitaine,Extérieur,Paysagisme,0.31
2018,Occitanie,Budget,Installation de piscines,0.17
2018,Occitanie,Temps libre,Cours de jardinage,0.25
2018,Occitanie,Intérieur,Installation de climatisation,0.26
2018,Occitanie,Extérieur,Installation de panneaux solaires,0.31
2018,Pays de la Loire,Budget,Installation de piscines,0.21
2018,Pays de la Loire,Temps libre,Cours de jardinage,0.29
2018,Pays de la Loire,Intérieur,Rénovation d'intérieur,0.25
2018,Pays de la Loire,Extérieur,Paysagisme,0.44
2018,Provence-Alpes-Côte d'Azur,Budget,Installation de panneaux solaires,0.21
2018,Provence-Alpes-Côte d'Azur,Temps libre,Coach sportif,0.3
2018,Provence-Alpes-Côte d'Azur,Intérieur,Installation de moustiquaire,0.29
2018,Provence-Alpes-Côte d'Azur,Extérieur,Installation de panneaux solaires,0.28
2018,Île-de-France,Budget,Coach sportif,0.18
2018,Île-de-France,Temps libre,Coach sportif,0.33
2018,Île-de-France,Intérieur,Installation de moustiquaire,0.29
2018,Île-de-France,Extérieur,Paysagisme,0.36
2019,Auvergne-Rhône-Alpes,Budget,Installation de piscines,0.27
2019,Auvergne-Rhône-Alpes,Temps libre,Cours de jardinage,0.31
2019,Auvergne-Rhône-Alpes,Intérieur,Installation de climatisation,0.3
2019,Auvergne-Rhône-Alpes,Extérieur,Paysagisme,0.31
2019,Bourgogne-Franche-Comté,Budget,Installation de piscines,0.23
2019,Bourgogne-Franche-Comté,Temps libre,Cours de jardinage,0.34
2019,Bourgogne-Franche-Comté,Intérieur,Installation de climatisation,0.49
2019,Bourgogne-Franche-Comté,Extérieur,Paysagisme,0.3
2019,Bretagne,Budget,Rénovation d'habitation,0.14
2019,Bretagne,Temps libre,Cours de jardinage,0.26
2019,Bretagne,Intérieur,Peintre d'intérieur,0.33
2019,Bretagne,Extérieur,Paysagisme,0.46
2019,Centre-Val de Loire,Budget,Installation de piscines,0.21
2019,Centre-Val de Loire,Temps libre,Cours de jardinage,0.26
2019,Centre-Val de Loire,Intérieur,Installation de climatisation,0.28
2019,Centre-Val de Loire,Extérieur,Paysagisme,0.31
2019,Corse,Budget,Installation de panneaux solaires,0.27
