ticket_geo_region_name,ticket_taxonomy_tag_name,year,Rank,Max,Min,Demand_factor_max_to_min
France,paysagiste,2018,1,3,11,1.8
France,Gazon synthétique,2018,2,3,11,6.3
France,store banne,2018,3,4,11,9.1
France,apprendre anglais,2018,4,8,11,1.7
France,panneau solaire,2018,5,9,1,1.2
France,paysagiste,2019,1,2,11,2.0
France,store banne,2019,2,5,11,8.6
France,Gazon synthétique,2019,3,5,11,4.7
France,panneau solaire,2019,4,6,11,1.4
France,piscine semi enterrée,2019,5,5,11,9.2
France,Gazon synthétique,2020,1,4,0,7.0
France,store banne,2020,2,4,0,7.1
France,piscine semi enterrée,2020,3,4,0,9.1
France,paysagiste,2020,4,4,2,1.5
France,jardiner,2020,5,3,0,7.6
