,geoName,chauffage solaire
3,Brittany,64.28571428571429
5,Centre-Val de Loire,94.89795918367348
7,Corsica,0.0
15,Pays de la Loire,93.36734693877553
18,Provence-Alpes-Côte d'Azur,61.224489795918366
21,Île-de-France,32.142857142857146
22,Grand-est,84.18367346938777
23,Hauts-de-france,97.1938775510204
24,Normandie,92.60204081632654
25,Bourgogne-Franche-Comté,94.13265306122449
26,Nouvelle-Aquitaine,100.0
27,Occitanie,77.29591836734696
28,Auvergne-Rhône-Alpes,87.24489795918367
