date,piscine
2018-01-07,0.12373737373737374
2018-01-14,0.13636363636363635
2018-01-21,0.1388888888888889
2018-01-28,0.13383838383838384
2018-02-04,0.1388888888888889
2018-02-11,0.17424242424242425
2018-02-18,0.18686868686868688
2018-02-25,0.16161616161616163
2018-03-04,0.17929292929292928
2018-03-11,0.18434343434343434
2018-03-18,0.1691919191919192
2018-03-25,0.18686868686868688
2018-04-01,0.21717171717171718
2018-04-08,0.24494949494949494
2018-04-15,0.3888888888888889
2018-04-22,0.3005050505050505
2018-04-29,0.255050505050505
2018-05-06,0.3611111111111111
2018-05-13,0.23737373737373738
2018-05-20,0.31565656565656564
2018-05-27,0.2803030303030303
2018-06-03,0.26262626262626265
2018-06-10,0.2474747474747475
2018-06-17,0.4292929292929293
2018-06-24,0.6186868686868687
2018-07-01,0.5176767676767676
2018-07-08,0.5833333333333334
2018-07-15,0.45454545454545453
2018-07-22,0.51010101010101
2018-07-29,0.5782828282828283
2018-08-05,0.5277777777777778
2018-08-12,0.3686868686868687
2018-08-19,0.3383838383838384
2018-08-26,0.25757575757575757
2018-09-02,0.2777777777777778
2018-09-09,0.2398989898989899
2018-09-16,0.20202020202020202
2018-09-23,0.1717171717171717
2018-09-30,0.16414141414141414
2018-10-07,0.15151515151515152
2018-10-14,0.14898989898989898
2018-10-21,0.17424242424242425
2018-10-28,0.16666666666666666
2018-11-04,0.13636363636363635
2018-11-11,0.12121212121212122
2018-11-18,0.10101010101010101
2018-11-25,0.10606060606060606
2018-12-02,0.11363636363636363
2018-12-09,0.1111111111111111
2018-12-16,0.09343434343434344
2018-12-23,0.1388888888888889
2018-12-30,0.1590909090909091
2019-01-06,0.1388888888888889
2019-01-13,0.14646464646464646
2019-01-20,0.15404040404040403
2019-01-27,0.14646464646464646
2019-02-03,0.1590909090909091
2019-02-10,0.18434343434343434
2019-02-17,0.2196969696969697
2019-02-24,0.2196969696969697
2019-03-03,0.20454545454545456
2019-03-10,0.19696969696969696
2019-03-17,0.19444444444444445
2019-03-24,0.22474747474747475
2019-03-31,0.21464646464646464
2019-04-07,0.2196969696969697
2019-04-14,0.25757575757575757
2019-04-21,0.27525252525252525
2019-04-28,0.2601010101010101
2019-05-05,0.2222222222222222
2019-05-12,0.23484848484848486
2019-05-19,0.24242424242424243
2019-05-26,0.39646464646464646
2019-06-02,0.398989898989899
2019-06-09,0.3055555555555556
2019-06-16,0.48484848484848486
2019-06-23,1.0
2019-06-30,0.6540404040404041
2019-07-07,0.5833333333333334
2019-07-14,0.4696969696969697
2019-07-21,0.5782828282828283
2019-07-28,0.37373737373737376
2019-08-04,0.3611111111111111
2019-08-11,0.2777777777777778
2019-08-18,0.3055555555555556
2019-08-25,0.3383838383838384
2019-09-01,0.25
2019-09-08,0.23737373737373738
2019-09-15,0.2474747474747475
2019-09-22,0.1893939393939394
2019-09-29,0.16666666666666666
2019-10-06,0.15404040404040403
2019-10-13,0.13383838383838384
2019-10-20,0.17929292929292928
2019-10-27,0.17676767676767677
2019-11-03,0.15151515151515152
2019-11-10,0.13636363636363635
2019-11-17,0.12878787878787878
2019-11-24,0.10606060606060606
2019-12-01,0.11616161616161616
2019-12-08,0.11363636363636363
2019-12-15,0.10353535353535354
2019-12-22,0.14898989898989898
2019-12-29,0.14393939393939395
2020-01-05,0.14898989898989898
2020-01-12,0.16414141414141414
2020-01-19,0.14393939393939395
2020-01-26,0.16161616161616163
2020-02-02,0.16666666666666666
2020-02-09,0.1590909090909091
2020-02-16,0.18434343434343434
2020-02-23,0.23484848484848486
2020-03-01,0.20202020202020202
2020-03-08,0.18686868686868688
2020-03-15,0.10353535353535354
2020-03-22,0.12878787878787878
2020-03-29,0.1414141414141414
2020-04-05,0.2803030303030303
2020-04-12,0.33080808080808083
2020-04-19,0.2702020202020202
2020-04-26,0.29545454545454547
2020-05-03,0.4116161616161616
2020-05-10,0.31313131313131315
2020-05-17,0.8232323232323232
2020-05-24,0.8686868686868687
2020-05-31,0.7121212121212122
2020-06-07,0.3813131313131313
2020-06-14,0.36363636363636365
2020-06-21,0.5681818181818182
