date,entreprise paysagiste
2018-01-07,0.7086614173228346
2018-01-14,0.0
2018-01-21,0.6929133858267716
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.25984251968503935
2018-02-18,0.0
2018-02-25,0.9606299212598425
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.25984251968503935
2018-04-01,0.7874015748031497
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.0
2018-04-29,0.0
2018-05-06,0.7401574803149606
2018-05-13,0.0
2018-05-20,0.7480314960629921
2018-05-27,0.7165354330708661
2018-06-03,0.7165354330708661
2018-06-10,0.2440944881889764
2018-06-17,0.0
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.0
2018-07-15,0.25196850393700787
2018-07-22,0.0
2018-07-29,0.7874015748031497
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.7322834645669292
2018-09-16,0.25984251968503935
2018-09-23,0.0
2018-09-30,0.0
2018-10-07,0.0
2018-10-14,0.2677165354330709
2018-10-21,0.2755905511811024
2018-10-28,0.0
2018-11-04,0.7165354330708661
2018-11-11,0.0
2018-11-18,0.9763779527559056
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.7165354330708661
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.9291338582677166
2019-01-27,0.0
2019-02-03,0.25984251968503935
2019-02-10,0.0
2019-02-17,0.2677165354330709
2019-02-24,0.0
2019-03-03,0.7401574803149606
2019-03-10,0.0
2019-03-17,1.0
2019-03-24,0.0
2019-03-31,0.25984251968503935
2019-04-07,0.0
2019-04-14,0.25196850393700787
2019-04-21,0.0
2019-04-28,0.2677165354330709
2019-05-05,0.0
2019-05-12,0.6929133858267716
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.7086614173228346
2019-07-07,0.0
2019-07-14,0.7322834645669292
2019-07-21,0.2283464566929134
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.2125984251968504
2019-08-18,0.6692913385826772
2019-08-25,0.7086614173228346
2019-09-01,0.23622047244094488
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.8818897637795275
2019-09-29,0.8582677165354331
2019-10-06,0.5669291338582677
2019-10-13,0.0
2019-10-20,0.23622047244094488
2019-10-27,0.23622047244094488
2019-11-03,0.8503937007874016
2019-11-10,0.0
2019-11-17,0.2283464566929134
2019-11-24,0.5354330708661418
2019-12-01,0.2283464566929134
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.5984251968503937
2020-01-05,0.0
2020-01-12,0.5196850393700787
2020-01-19,0.2204724409448819
2020-01-26,0.5275590551181102
2020-02-02,0.5433070866141733
2020-02-09,0.23622047244094488
2020-02-16,0.5511811023622047
2020-02-23,0.2125984251968504
2020-03-01,0.0
2020-03-08,0.2125984251968504
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,0.47244094488188976
2020-04-19,0.0
2020-04-26,0.18110236220472442
2020-05-03,0.6377952755905512
2020-05-10,0.0
2020-05-17,0.9763779527559056
2020-05-24,0.49606299212598426
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.0
