date,entreprise paysagiste
2018-01-07,0.7631578947368421
2018-01-14,0.3333333333333333
2018-01-21,0.34210526315789475
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.34210526315789475
2018-02-18,0.0
2018-02-25,0.34210526315789475
2018-03-04,0.0
2018-03-11,0.4298245614035088
2018-03-18,0.6666666666666666
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.7631578947368421
2018-04-15,0.35964912280701755
2018-04-22,0.34210526315789475
2018-04-29,0.3508771929824561
2018-05-06,0.4473684210526316
2018-05-13,0.7719298245614035
2018-05-20,0.34210526315789475
2018-05-27,0.3333333333333333
2018-06-03,0.3333333333333333
2018-06-10,0.32456140350877194
2018-06-17,0.0
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.8070175438596491
2018-07-15,0.0
2018-07-22,0.0
2018-07-29,0.0
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.37719298245614036
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.7894736842105263
2018-09-23,0.7982456140350878
2018-09-30,0.4473684210526316
2018-10-07,0.0
2018-10-14,0.3508771929824561
2018-10-21,0.34210526315789475
2018-10-28,0.0
2018-11-04,0.32456140350877194
2018-11-11,0.32456140350877194
2018-11-18,0.8771929824561403
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.7719298245614035
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.3684210526315789
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.30701754385964913
2019-02-03,0.32456140350877194
2019-02-10,0.6666666666666666
2019-02-17,0.0
2019-02-24,0.0
2019-03-03,0.3157894736842105
2019-03-10,0.32456140350877194
2019-03-17,0.3333333333333333
2019-03-24,0.34210526315789475
2019-03-31,0.32456140350877194
2019-04-07,0.7807017543859649
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.7017543859649122
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.2894736842105263
2019-06-02,0.2719298245614035
2019-06-09,0.4473684210526316
2019-06-16,0.4473684210526316
2019-06-23,0.30701754385964913
2019-06-30,0.0
2019-07-07,0.30701754385964913
2019-07-14,0.3157894736842105
2019-07-21,0.0
2019-07-28,0.32456140350877194
2019-08-04,0.0
2019-08-11,0.3508771929824561
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.7456140350877193
2019-09-08,0.32456140350877194
2019-09-15,0.42105263157894735
2019-09-22,0.2807017543859649
2019-09-29,0.2719298245614035
2019-10-06,0.40350877192982454
2019-10-13,0.2631578947368421
2019-10-20,0.0
2019-10-27,0.8157894736842105
2019-11-03,0.6491228070175439
2019-11-10,0.2631578947368421
2019-11-17,0.0
2019-11-24,0.5175438596491229
2019-12-01,0.38596491228070173
2019-12-08,0.2894736842105263
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.40350877192982454
2020-01-05,0.3684210526315789
2020-01-12,0.6140350877192983
2020-01-19,0.631578947368421
2020-01-26,0.2543859649122807
2020-02-02,0.3684210526315789
2020-02-09,0.0
2020-02-16,0.5263157894736842
2020-02-23,1.0
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.22807017543859648
2020-04-05,0.0
2020-04-12,0.0
2020-04-19,0.0
2020-04-26,0.2894736842105263
2020-05-03,0.0
2020-05-10,0.23684210526315788
2020-05-17,0.24561403508771928
2020-05-24,0.8859649122807017
2020-05-31,0.45614035087719296
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.8771929824561403
