date,entreprise paysagiste
2018-01-07,0.0
2018-01-14,0.64
2018-01-21,0.0
2018-01-28,0.65
2018-02-04,0.65
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.6599999999999999
2018-03-04,0.0
2018-03-11,0.67
2018-03-18,0.67
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.0
2018-04-29,0.005569620253164557
2018-05-06,0.006012658227848101
2018-05-13,0.0
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.6359493670886076
2018-06-10,0.005759493670886076
2018-06-17,0.00620253164556962
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.0
2018-07-15,0.64
2018-07-22,0.006329113924050633
2018-07-29,0.0
2018-08-05,0.59
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.006012658227848101
2018-09-30,0.6599999999999999
2018-10-07,0.68
2018-10-14,0.67
2018-10-21,0.006139240506329114
2018-10-28,0.6599999999999999
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.005506329113924051
2018-12-02,0.6599999999999999
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0060759493670886075
2018-12-30,0.005949367088607595
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.64
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.7300000000000001
2019-03-03,0.0
2019-03-10,0.005632911392405063
2019-03-17,0.0
2019-03-24,0.65
2019-03-31,0.0
2019-04-07,0.5700000000000001
2019-04-14,0.59
2019-04-21,0.5800000000000001
2019-04-28,0.0
2019-05-05,0.5599999999999999
2019-05-12,0.5555696202531646
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.005379746835443038
2019-06-16,0.0
2019-06-23,0.5556962025316456
2019-06-30,0.52
2019-07-07,0.0
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.5758227848101266
2019-08-04,0.0
2019-08-11,0.53
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.53
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.53
2019-10-13,0.53
2019-10-20,0.5451898734177215
2019-10-27,0.0
2019-11-03,0.49000000000000005
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.53
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.49000000000000005
2020-01-19,0.0
2020-01-26,0.504746835443038
2020-02-02,0.004873417721518987
2020-02-09,0.5
2020-02-16,0.5
2020-02-23,1.0
2020-03-01,0.494620253164557
2020-03-08,0.9600000000000001
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.44
2020-04-12,0.0
2020-04-19,0.0
2020-04-26,0.42
2020-05-03,0.43000000000000005
2020-05-10,0.004240506329113924
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.6599999999999999
2020-06-14,0.0
2020-06-21,0.0
