date,artisan peintre
2018-01-07,0.0
2018-01-14,0.46564885496183206
2018-01-21,0.1717557251908397
2018-01-28,0.6717557251908397
2018-02-04,0.48091603053435117
2018-02-11,0.0
2018-02-18,0.5
2018-02-25,0.4732824427480916
2018-03-04,0.4732824427480916
2018-03-11,0.3511450381679389
2018-03-18,0.17938931297709923
2018-03-25,0.3053435114503817
2018-04-01,1.0
2018-04-08,0.31297709923664124
2018-04-15,0.31297709923664124
2018-04-22,0.6793893129770993
2018-04-29,0.32061068702290074
2018-05-06,0.0
2018-05-13,0.0
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.8549618320610687
2018-06-10,0.32061068702290074
2018-06-17,0.17557251908396945
2018-06-24,0.0
2018-07-01,0.5
2018-07-08,0.5114503816793893
2018-07-15,0.3511450381679389
2018-07-22,0.21374045801526717
2018-07-29,0.9274809160305344
2018-08-05,0.31297709923664124
2018-08-12,0.16030534351145037
2018-08-19,0.49236641221374045
2018-08-26,0.16793893129770993
2018-09-02,0.9083969465648855
2018-09-09,0.3511450381679389
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.17557251908396945
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.183206106870229
2018-10-28,0.1717557251908397
2018-11-04,0.5916030534351145
2018-11-11,0.3511450381679389
2018-11-18,0.0
2018-11-25,0.5725190839694656
2018-12-02,0.0
2018-12-09,0.37786259541984735
2018-12-16,0.17938931297709923
2018-12-23,0.4961832061068702
2018-12-30,0.18702290076335878
2019-01-06,0.35877862595419846
2019-01-13,0.5152671755725191
2019-01-20,0.0
2019-01-27,0.33587786259541985
2019-02-03,0.1717557251908397
2019-02-10,0.7137404580152672
2019-02-17,0.38549618320610685
2019-02-24,0.3816793893129771
2019-03-03,0.17557251908396945
2019-03-10,0.5267175572519084
2019-03-17,0.7290076335877863
2019-03-24,0.33969465648854963
2019-03-31,0.5229007633587787
2019-04-07,0.6908396946564885
2019-04-14,0.15648854961832062
2019-04-21,0.49236641221374045
2019-04-28,0.32061068702290074
2019-05-05,0.5076335877862596
2019-05-12,0.1450381679389313
2019-05-19,0.3244274809160305
2019-05-26,0.8664122137404581
2019-06-02,0.1717557251908397
2019-06-09,0.17938931297709923
2019-06-16,0.8091603053435115
2019-06-23,0.5229007633587787
2019-06-30,0.6068702290076335
2019-07-07,0.8969465648854962
2019-07-14,0.13740458015267176
2019-07-21,0.648854961832061
2019-07-28,0.3282442748091603
2019-08-04,0.6450381679389313
2019-08-11,0.14122137404580154
2019-08-18,0.48091603053435117
2019-08-25,0.44656488549618323
2019-09-01,0.14122137404580154
2019-09-08,0.6183206106870229
2019-09-15,0.6297709923664122
2019-09-22,0.42366412213740456
2019-09-29,0.3816793893129771
2019-10-06,0.4541984732824427
2019-10-13,0.0
2019-10-20,0.4770992366412214
2019-10-27,0.29770992366412213
2019-11-03,0.41603053435114506
2019-11-10,0.29770992366412213
2019-11-17,0.14122137404580154
2019-11-24,0.3015267175572519
2019-12-01,0.6106870229007634
2019-12-08,0.13740458015267176
2019-12-15,0.3015267175572519
2019-12-22,0.0
2019-12-29,0.4732824427480916
2020-01-05,0.38549618320610685
2020-01-12,0.2595419847328244
2020-01-19,0.42748091603053434
2020-01-26,0.2862595419847328
2020-02-02,0.4580152671755725
2020-02-09,0.42366412213740456
2020-02-16,0.6106870229007634
2020-02-23,0.48854961832061067
2020-03-01,0.7213740458015268
2020-03-08,0.2824427480916031
2020-03-15,0.3015267175572519
2020-03-22,0.25572519083969464
2020-03-29,0.25190839694656486
2020-04-05,0.11450381679389313
2020-04-12,0.25572519083969464
2020-04-19,0.13740458015267176
2020-04-26,0.46946564885496184
2020-05-03,0.11450381679389313
2020-05-10,0.8816793893129771
2020-05-17,0.25572519083969464
2020-05-24,0.549618320610687
2020-05-31,0.11450381679389313
2020-06-07,0.5190839694656488
2020-06-14,0.4847328244274809
