date,Artisan peintre,artisan peintre
2018-01-07,,0.0
2018-01-14,,0.2913907284768212
2018-01-21,,0.2980132450331126
2018-01-28,,0.6357615894039735
2018-02-04,,0.33112582781456956
2018-02-11,,0.0
2018-02-18,,0.31125827814569534
2018-02-25,,0.304635761589404
2018-03-04,,0.304635761589404
2018-03-11,,0.609271523178808
2018-03-18,,0.31125827814569534
2018-03-25,,0.0
2018-04-01,,0.6490066225165563
2018-04-08,,0.0
2018-04-15,,0.543046357615894
2018-04-22,,0.6622516556291391
2018-04-29,,0.0
2018-05-06,,0.0
2018-05-13,,0.0
2018-05-20,,0.0
2018-05-27,,0.0
2018-06-03,,0.9271523178807947
2018-06-10,,0.0
2018-06-17,,0.304635761589404
2018-06-24,,0.0
2018-07-01,,0.2847682119205298
2018-07-08,,0.2913907284768212
2018-07-15,,0.0
2018-07-22,,0.3708609271523179
2018-07-29,,0.4304635761589404
2018-08-05,,0.543046357615894
2018-08-12,,0.2781456953642384
2018-08-19,,0.2847682119205298
2018-08-26,,0.2913907284768212
2018-09-02,,0.3443708609271523
2018-09-09,,0.0
2018-09-16,,0.0
2018-09-23,,0.0
2018-09-30,,0.304635761589404
2018-10-07,,0.0
2018-10-14,,0.0
2018-10-21,,0.31788079470198677
2018-10-28,,0.2980132450331126
2018-11-04,,0.44370860927152317
2018-11-11,,0.0
2018-11-18,,0.0
2018-11-25,,0.3973509933774834
2018-12-02,,0.0
2018-12-09,,0.6556291390728477
2018-12-16,,0.31125827814569534
2018-12-23,,0.8609271523178808
2018-12-30,,0.32450331125827814
2019-01-06,,0.6225165562913907
2019-01-13,,0.2980132450331126
2019-01-20,,0.0
2019-01-27,,0.5827814569536424
2019-02-03,,0.2980132450331126
2019-02-10,,0.6423841059602649
2019-02-17,,0.6688741721854304
2019-02-24,,0.6622516556291391
2019-03-03,,0.304635761589404
2019-03-10,,0.31788079470198677
2019-03-17,,0.6423841059602649
2019-03-24,,0.5894039735099338
2019-03-31,,0.9072847682119205
2019-04-07,,0.5894039735099338
2019-04-14,,0.271523178807947
2019-04-21,,0.8543046357615894
2019-04-28,,0.5562913907284768
2019-05-05,,0.31125827814569534
2019-05-12,,0.25165562913907286
2019-05-19,,0.5629139072847682
2019-05-26,,0.9072847682119205
2019-06-02,,0.2980132450331126
2019-06-09,,0.31125827814569534
2019-06-16,,0.8211920529801324
2019-06-23,,0.32450331125827814
2019-06-30,,0.48344370860927155
2019-07-07,,1.0
2019-07-14,,0.23841059602649006
2019-07-21,,0.5827814569536424
2019-07-28,,0.0
2019-08-04,,0.5894039735099338
2019-08-11,,0.24503311258278146
2019-08-18,,0.8344370860927153
2019-08-25,,0.24503311258278146
2019-09-01,,0.24503311258278146
2019-09-08,,0.5562913907284768
2019-09-15,,0.5364238410596026
2019-09-22,,0.7350993377483444
2019-09-29,,0.6622516556291391
2019-10-06,,0.24503311258278146
2019-10-13,,0.0
2019-10-20,,0.2980132450331126
2019-10-27,,0.0
2019-11-03,,0.7218543046357616
2019-11-10,,0.5165562913907285
2019-11-17,,0.24503311258278146
2019-11-24,,0.5231788079470199
2019-12-01,,0.5298013245033113
2019-12-08,,0.23841059602649006
2019-12-15,,0.5231788079470199
2019-12-22,,0.0
2019-12-29,,0.25165562913907286
2020-01-05,,0.6688741721854304
2020-01-12,,0.4503311258278146
2020-01-19,,0.2251655629139073
2020-01-26,,0.4966887417218543
2020-02-02,,0.2781456953642384
2020-02-09,,0.23178807947019867
2020-02-16,,0.5562913907284768
2020-02-23,,0.3443708609271523
2020-03-01,,0.7483443708609272
2020-03-08,,0.0
2020-03-15,,0.5231788079470199
2020-03-22,,0.44370860927152317
2020-03-29,,0.4370860927152318
2020-04-05,,0.1986754966887417
2020-04-12,,0.44370860927152317
2020-04-19,,0.23841059602649006
2020-04-26,,0.41721854304635764
2020-05-03,,0.1986754966887417
2020-05-10,,0.2052980132450331
2020-05-17,,0.44370860927152317
2020-05-24,,0.4768211920529801
2020-05-31,,0.1986754966887417
2020-06-07,,0.4503311258278146
2020-06-14,,0.32450331125827814
