,geoName,cours de peinture
3,Brittany,42.64705882352941
5,Centre-Val de Loire,39.705882352941174
7,Corsica,0.0
15,Pays de la Loire,38.23529411764706
18,Provence-Alpes-Côte d'Azur,54.41176470588235
21,Île-de-France,35.294117647058826
22,Grand-est,29.901960784313726
23,Hauts-de-france,13.970588235294118
24,Normandie,21.323529411764707
25,Bourgogne-Franche-Comté,16.176470588235293
26,Nouvelle-Aquitaine,100.0
27,Occitanie,70.58823529411765
28,Auvergne-Rhône-Alpes,30.88235294117647
