ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Index,Country_chosen
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,0,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,1,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,2,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,3,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,4,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,5,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,6,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,7,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,8,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,9,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,10,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2018,11,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,0,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,1,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,2,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,3,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,4,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,5,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,6,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,7,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,8,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,9,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,10,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2019,11,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2020,0,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2020,1,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2020,2,,0
Abend- oder Ballkleider mieten,Baden-Württemberg,2020,3,,0
Abend- oder Ballkleider mieten,Bayern,2018,0,,0
Abend- oder Ballkleider mieten,Bayern,2018,1,,0
Abend- oder Ballkleider mieten,Bayern,2018,2,,0
Abend- oder Ballkleider mieten,Bayern,2018,3,,0
Abend- oder Ballkleider mieten,Bayern,2018,4,,0
Abend- oder Ballkleider mieten,Bayern,2018,5,,0
Abend- oder Ballkleider mieten,Bayern,2018,6,,0
Abend- oder Ballkleider mieten,Bayern,2018,7,,0
Abend- oder Ballkleider mieten,Bayern,2018,8,,0
Abend- oder Ballkleider mieten,Bayern,2018,9,,0
Abend- oder Ballkleider mieten,Bayern,2018,10,,0
Abend- oder Ballkleider mieten,Bayern,2018,11,,0
Abend- oder Ballkleider mieten,Bayern,2019,0,,0
Abend- oder Ballkleider mieten,Bayern,2019,1,,0
Abend- oder Ballkleider mieten,Bayern,2019,2,,0
Abend- oder Ballkleider mieten,Bayern,2019,3,,0
Abend- oder Ballkleider mieten,Bayern,2019,4,,0
Abend- oder Ballkleider mieten,Bayern,2019,5,,0
Abend- oder Ballkleider mieten,Bayern,2019,6,,0
Abend- oder Ballkleider mieten,Bayern,2019,7,,0
Abend- oder Ballkleider mieten,Bayern,2019,8,,0
Abend- oder Ballkleider mieten,Bayern,2019,9,,0
Abend- oder Ballkleider mieten,Bayern,2019,10,,0
Abend- oder Ballkleider mieten,Bayern,2019,11,,0
Abend- oder Ballkleider mieten,Bayern,2020,0,,0
Abend- oder Ballkleider mieten,Bayern,2020,1,,0
Abend- oder Ballkleider mieten,Bayern,2020,2,,0
Abend- oder Ballkleider mieten,Bayern,2020,3,,0
Abend- oder Ballkleider mieten,Berlin,2018,0,,0
Abend- oder Ballkleider mieten,Berlin,2018,1,,0
Abend- oder Ballkleider mieten,Berlin,2018,2,,0
Abend- oder Ballkleider mieten,Berlin,2018,3,,0
Abend- oder Ballkleider mieten,Berlin,2018,4,,0
Abend- oder Ballkleider mieten,Berlin,2018,5,,0
Abend- oder Ballkleider mieten,Berlin,2018,6,,0
Abend- oder Ballkleider mieten,Berlin,2018,7,,0
Abend- oder Ballkleider mieten,Berlin,2018,8,,0
Abend- oder Ballkleider mieten,Berlin,2018,9,,0
Abend- oder Ballkleider mieten,Berlin,2018,10,,0
Abend- oder Ballkleider mieten,Berlin,2018,11,,0
Abend- oder Ballkleider mieten,Berlin,2019,0,,0
Abend- oder Ballkleider mieten,Berlin,2019,1,,0
Abend- oder Ballkleider mieten,Berlin,2019,2,,0
Abend- oder Ballkleider mieten,Berlin,2019,3,,0
Abend- oder Ballkleider mieten,Berlin,2019,4,,0
Abend- oder Ballkleider mieten,Berlin,2019,5,,0
Abend- oder Ballkleider mieten,Berlin,2019,6,,0
Abend- oder Ballkleider mieten,Berlin,2019,7,,0
Abend- oder Ballkleider mieten,Berlin,2019,8,,0
Abend- oder Ballkleider mieten,Berlin,2019,9,,0
Abend- oder Ballkleider mieten,Berlin,2019,10,,0
Abend- oder Ballkleider mieten,Berlin,2019,11,,0
Abend- oder Ballkleider mieten,Berlin,2020,0,,0
Abend- oder Ballkleider mieten,Berlin,2020,1,,0
Abend- oder Ballkleider mieten,Berlin,2020,2,,0
Abend- oder Ballkleider mieten,Berlin,2020,3,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,0,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,1,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,2,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,3,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,4,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,5,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,6,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,7,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,8,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,9,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,10,,0
Abend- oder Ballkleider mieten,Brandenburg,2018,11,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,0,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,1,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,2,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,3,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,4,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,5,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,6,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,7,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,8,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,9,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,10,,0
Abend- oder Ballkleider mieten,Brandenburg,2019,11,,0
Abend- oder Ballkleider mieten,Brandenburg,2020,0,,0
Abend- oder Ballkleider mieten,Brandenburg,2020,1,,0
Abend- oder Ballkleider mieten,Brandenburg,2020,2,,0
Abend- oder Ballkleider mieten,Brandenburg,2020,3,,0
Abend- oder Ballkleider mieten,Bremen,2018,0,,0
Abend- oder Ballkleider mieten,Bremen,2018,1,,0
Abend- oder Ballkleider mieten,Bremen,2018,2,,0
Abend- oder Ballkleider mieten,Bremen,2018,3,,0
Abend- oder Ballkleider mieten,Bremen,2018,4,,0
Abend- oder Ballkleider mieten,Bremen,2018,5,,0
Abend- oder Ballkleider mieten,Bremen,2018,6,,0
Abend- oder Ballkleider mieten,Bremen,2018,7,,0
Abend- oder Ballkleider mieten,Bremen,2018,8,,0
Abend- oder Ballkleider mieten,Bremen,2018,9,,0
Abend- oder Ballkleider mieten,Bremen,2018,10,,0
Abend- oder Ballkleider mieten,Bremen,2018,11,,0
Abend- oder Ballkleider mieten,Bremen,2019,0,,0
Abend- oder Ballkleider mieten,Bremen,2019,1,,0
Abend- oder Ballkleider mieten,Bremen,2019,2,,0
Abend- oder Ballkleider mieten,Bremen,2019,3,,0
Abend- oder Ballkleider mieten,Bremen,2019,4,,0
Abend- oder Ballkleider mieten,Bremen,2019,5,,0
Abend- oder Ballkleider mieten,Bremen,2019,6,,0
Abend- oder Ballkleider mieten,Bremen,2019,7,,0
Abend- oder Ballkleider mieten,Bremen,2019,8,,0
Abend- oder Ballkleider mieten,Bremen,2019,9,,0
Abend- oder Ballkleider mieten,Bremen,2019,10,,0
Abend- oder Ballkleider mieten,Bremen,2019,11,,0
Abend- oder Ballkleider mieten,Bremen,2020,0,,0
Abend- oder Ballkleider mieten,Bremen,2020,1,,0
Abend- oder Ballkleider mieten,Bremen,2020,2,,0
Abend- oder Ballkleider mieten,Bremen,2020,3,,0
Abend- oder Ballkleider mieten,Hamburg,2018,0,,0
Abend- oder Ballkleider mieten,Hamburg,2018,1,,0
Abend- oder Ballkleider mieten,Hamburg,2018,2,,0
Abend- oder Ballkleider mieten,Hamburg,2018,3,,0
Abend- oder Ballkleider mieten,Hamburg,2018,4,,0
Abend- oder Ballkleider mieten,Hamburg,2018,5,,0
Abend- oder Ballkleider mieten,Hamburg,2018,6,,0
Abend- oder Ballkleider mieten,Hamburg,2018,7,,0
Abend- oder Ballkleider mieten,Hamburg,2018,8,,0
Abend- oder Ballkleider mieten,Hamburg,2018,9,,0
Abend- oder Ballkleider mieten,Hamburg,2018,10,,0
Abend- oder Ballkleider mieten,Hamburg,2018,11,,0
Abend- oder Ballkleider mieten,Hamburg,2019,0,,0
Abend- oder Ballkleider mieten,Hamburg,2019,1,,0
Abend- oder Ballkleider mieten,Hamburg,2019,2,,0
Abend- oder Ballkleider mieten,Hamburg,2019,3,,0
Abend- oder Ballkleider mieten,Hamburg,2019,4,,0
Abend- oder Ballkleider mieten,Hamburg,2019,5,,0
Abend- oder Ballkleider mieten,Hamburg,2019,6,,0
Abend- oder Ballkleider mieten,Hamburg,2019,7,,0
Abend- oder Ballkleider mieten,Hamburg,2019,8,,0
Abend- oder Ballkleider mieten,Hamburg,2019,9,,0
Abend- oder Ballkleider mieten,Hamburg,2019,10,,0
Abend- oder Ballkleider mieten,Hamburg,2019,11,,0
Abend- oder Ballkleider mieten,Hamburg,2020,0,,0
Abend- oder Ballkleider mieten,Hamburg,2020,1,,0
Abend- oder Ballkleider mieten,Hamburg,2020,2,,0
Abend- oder Ballkleider mieten,Hamburg,2020,3,,0
Abend- oder Ballkleider mieten,Hessen,2018,0,,0
Abend- oder Ballkleider mieten,Hessen,2018,1,,0
Abend- oder Ballkleider mieten,Hessen,2018,2,,0
Abend- oder Ballkleider mieten,Hessen,2018,3,,0
Abend- oder Ballkleider mieten,Hessen,2018,4,,0
Abend- oder Ballkleider mieten,Hessen,2018,5,,0
Abend- oder Ballkleider mieten,Hessen,2018,6,,0
Abend- oder Ballkleider mieten,Hessen,2018,7,,0
Abend- oder Ballkleider mieten,Hessen,2018,8,,0
Abend- oder Ballkleider mieten,Hessen,2018,9,,0
Abend- oder Ballkleider mieten,Hessen,2018,10,,0
Abend- oder Ballkleider mieten,Hessen,2018,11,,0
Abend- oder Ballkleider mieten,Hessen,2019,0,,0
Abend- oder Ballkleider mieten,Hessen,2019,1,,0
Abend- oder Ballkleider mieten,Hessen,2019,2,,0
Abend- oder Ballkleider mieten,Hessen,2019,3,,0
Abend- oder Ballkleider mieten,Hessen,2019,4,,0
Abend- oder Ballkleider mieten,Hessen,2019,5,,0
Abend- oder Ballkleider mieten,Hessen,2019,6,,0
Abend- oder Ballkleider mieten,Hessen,2019,7,,0
Abend- oder Ballkleider mieten,Hessen,2019,8,,0
Abend- oder Ballkleider mieten,Hessen,2019,9,,0
Abend- oder Ballkleider mieten,Hessen,2019,10,,0
Abend- oder Ballkleider mieten,Hessen,2019,11,,0
Abend- oder Ballkleider mieten,Hessen,2020,0,,0
Abend- oder Ballkleider mieten,Hessen,2020,1,,0
Abend- oder Ballkleider mieten,Hessen,2020,2,,0
Abend- oder Ballkleider mieten,Hessen,2020,3,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,0,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,1,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,2,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,3,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,4,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,5,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,6,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,7,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,8,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,9,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,10,,0
Abend- oder Ballkleider mieten,Niedersachsen,2018,11,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,0,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,1,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,2,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,3,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,4,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,5,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,6,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,7,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,8,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,9,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,10,,0
Abend- oder Ballkleider mieten,Niedersachsen,2019,11,,0
Abend- oder Ballkleider mieten,Niedersachsen,2020,0,,0
Abend- oder Ballkleider mieten,Niedersachsen,2020,1,,0
