date,Erneuerbare Energien,isPartial
2018-01-07,49,False
2018-01-14,70,False
2018-01-21,88,False
2018-01-28,57,False
2018-02-04,59,False
2018-02-11,47,False
2018-02-18,51,False
2018-02-25,82,False
2018-03-04,50,False
2018-03-11,78,False
2018-03-18,70,False
2018-03-25,30,False
2018-04-01,30,False
2018-04-08,71,False
2018-04-15,100,False
2018-04-22,83,False
2018-04-29,71,False
2018-05-06,48,False
2018-05-13,59,False
2018-05-20,49,False
2018-05-27,19,False
2018-06-03,78,False
2018-06-10,74,False
2018-06-17,70,False
2018-06-24,35,False
2018-07-01,52,False
2018-07-08,69,False
2018-07-15,44,False
2018-07-22,35,False
2018-07-29,45,False
2018-08-05,50,False
2018-08-12,30,False
2018-08-19,30,False
2018-08-26,49,False
2018-09-02,52,False
2018-09-09,37,False
2018-09-16,65,False
2018-09-23,48,False
2018-09-30,46,False
2018-10-07,67,False
2018-10-14,36,False
2018-10-21,81,False
2018-10-28,32,False
2018-11-04,43,False
2018-11-11,58,False
2018-11-18,26,False
2018-11-25,65,False
2018-12-02,39,False
2018-12-09,52,False
2018-12-16,59,False
2018-12-23,32,False
2018-12-30,57,False
2019-01-06,54,False
2019-01-13,37,False
2019-01-20,41,False
2019-01-27,62,False
2019-02-03,70,False
2019-02-10,59,False
2019-02-17,34,False
2019-02-24,58,False
2019-03-03,39,False
2019-03-10,55,False
2019-03-17,31,False
2019-03-24,67,False
2019-03-31,45,False
2019-04-07,83,False
2019-04-14,24,False
2019-04-21,51,False
2019-04-28,39,False
2019-05-05,54,False
2019-05-12,47,False
2019-05-19,80,False
2019-05-26,75,False
2019-06-02,44,False
2019-06-09,50,False
2019-06-16,41,False
2019-06-23,66,False
2019-06-30,38,False
2019-07-07,57,False
2019-07-14,56,False
2019-07-21,76,False
2019-07-28,44,False
2019-08-04,37,False
2019-08-11,28,False
2019-08-18,33,False
2019-08-25,41,False
2019-09-01,39,False
2019-09-08,26,False
2019-09-15,52,False
2019-09-22,54,False
2019-09-29,68,False
2019-10-06,83,False
2019-10-13,41,False
2019-10-20,49,False
2019-10-27,49,False
2019-11-03,55,False
2019-11-10,36,False
2019-11-17,73,False
2019-11-24,52,False
2019-12-01,45,False
2019-12-08,65,False
2019-12-15,46,False
2019-12-22,34,False
2019-12-29,75,False
2020-01-05,51,False
2020-01-12,80,False
2020-01-19,82,False
2020-01-26,66,False
2020-02-02,53,False
2020-02-09,74,False
2020-02-16,63,False
2020-02-23,85,False
2020-03-01,68,False
2020-03-08,67,False
2020-03-15,48,False
2020-03-22,49,False
2020-03-29,45,False
2020-04-05,42,False
2020-04-12,33,False
2020-04-19,39,False
2020-04-26,70,False
2020-05-03,60,False
2020-05-10,46,False
